Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Question Text- v1,Revised Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Format/Value - r0,Revised Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,IMS Review Notes
5895,5895,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5896,5896,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5897,5897,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5898,5898,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5899,5899,129084651,Survey,716117817,Where You Live and Work,968388901,"Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT2,,,494357137,"Walking- Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Walking commute to past work",SrvLAW_PreWorkTmWalk_v1r0,PREWORKT2G,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,3/10/22,,
5900,5900,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5901,5901,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5902,5902,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5903,5903,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5904,5904,129084651,Survey,716117817,Where You Live and Work,968388901,"Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT2,,,786244297,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, [OTHER FROM PREWORKT1]",SrvLAW_PreWorkT2H_v1r0,PREWORKT2H,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5905,5905,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5906,5906,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5907,5907,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5908,5908,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5909,5909,129084651,Survey,716117817,Where You Live and Work,,,,,,335218615,How many days per week did you usually make the trip from your home to [insert address from PREWORK1 - PREWORK3/this address]?,,"Days commute, commute to past work",SrvLAW_PreWorkT3_v1r0,PREWORKT3,Num,2,559049897,0 = 1 day per week,,No,No,,,,,,3/10/22,,
5910,5910,,,,,,,,,,,,,,,,,,500554958,1 = 2 days per week,,,,,,,,,,,
5911,5911,,,,,,,,,,,,,,,,,,897038099,2 = 3 days per week,,,,,,,,,,,
5912,5912,,,,,,,,,,,,,,,,,,103409401,3 = 4 days per week,,,,,,,,,,,
5913,5913,,,,,,,,,,,,,,,,,,334390252,4 = 5 days per week,,,,,,,,,,,
5914,5914,,,,,,,,,,,,,,,,,,300863887,5 = 6 days per week,,,,,,,,,,,
5915,5915,,,,,,,,,,,,,,,,,,252853790,6 = 7 days per week,,,,,,,,,,,
5916,5916,129084651,Survey,716117817,Where You Live and Work,,,,,,564557026,"To get home from work, did you usually use the same type(s) of transportation as you did to get to [insert address from PREWORK1 - PREWORK3/this address] from your home?",,Commute to and from past work same,SrvLAW_PreWorkT4_v1r0,PREWORKT4,Num,2,104430631,0 = No,,No,No,,,,,,,,
5917,5917,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5918,5918,129084651,Survey,716117817,Where You Live and Work,,,,,,839233937,Did the trip home usually take about the same amount of time as the trip to get to [insert address from PREWORK1 - PREWORK3/this address] from your home?,,Time to and from past work same,SrvLAW_PreWorkT5_v1r0,PREWORKT5,Num,2,104430631,0 = No,,No,No,,,,,,,,
5919,5919,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5920,5920,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,450075248,"Car, van, or truck (includes carpools or van pools) commute from past work",,"Car, van, or truck (includes carpools or van pools) commute from past work",SrvLAW_PreWorkCar4_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5921,5921,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5922,5922,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,471142791,"Taxicab (includes Uber, Lyft, or hired car) commute from past work",,"Taxicab (includes Uber, Lyft, or hired car) commute from past work",SrvLAW_PreWorkTaxi4_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5923,5923,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5924,5924,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,197093427,Motorcycle commute from past work,,Motorcycle commute from past work,SrvLAW_PreWorkMotorcycle4_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5925,5925,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5926,5926,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,779421821,"Bus or streetcar/trolley, light rail/trolley, light rail commute from past work",,"Bus or streetcar/trolley, light rail/trolley, light rail commute from past work",SrvLAW_PreWorkBus4_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5927,5927,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5928,5928,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,925663113,"Commuter rail, subway, metro commute from past work",,"Commuter rail, subway, metro commute from past work",SrvLAW_PreWorkMetro4_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5929,5929,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5930,5930,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,368973683,Bicycle commute from past work,,Bicycle commute from past work,SrvLAW_PreWorkBike4_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5931,5931,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5932,5932,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,830201925,Walking commute from past work,,Walking commute from past work,SrvLAW_PreWorkWalk4_v1r0,6,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
5933,5933,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5934,5934,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,572643998,Other: Please describe commute from past work,,Other: Please describe commute from past work,SrvLAW_PreWorkCommute4_v1r0,55,Num,2,104430631,0 = No,,No,No,,,,,,3/10/22,,
5935,5935,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5936,5936,129084651,Survey,716117817,Where You Live and Work,251048648,What type(s) of transportation did you use to get from [insert address from PREWORK1 - PREWORK3/this address] back home? Select all that apply.,PREWORKT6,,,158678876,"Other: Please describe, text box commute from past work",,"Other: Please describe, text box commute from past work",SrvLAW_PreWorkOthCommute4_v1r0,PREWORKT6_OTH,Char,300,,,,No,No,,,,,,3/10/22,,
5937,5937,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,572209771,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Car, van, or truck (includes carpools or van pools) commute from past work",SrvLAW_PreWorkT7A_v1r0,PREWORKT7A,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5938,5938,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5939,5939,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5940,5940,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5941,5941,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5942,5942,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,935326619,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute from past work",SrvLAW_PreWorkT7B_v1r0,PREWORKT7B,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5943,5943,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5944,5944,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5945,5945,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5946,5946,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5947,5947,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,786749210,"Motorcycle- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Motorcycle commute from past work",SrvLAW_PreWorkT7C_v1r0,PREWORKT7C,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5948,5948,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5949,5949,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5950,5950,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5951,5951,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5952,5952,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,462009573,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Bus or streetcar/trolley, light rail/trolley commute from past work",SrvLAW_PreWorkT7D_v1r0,PREWORKT7D,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5953,5953,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5954,5954,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5955,5955,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5956,5956,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5957,5957,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,897920852,"Commuter rail, subway, metro- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Commuter rail, subway, metro commute from past work",SrvLAW_PreWorkT7E_v1r0,PREWORKT7E,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5958,5958,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5959,5959,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5960,5960,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5961,5961,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5962,5962,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,702555988,"Bicycle- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Bicycle commute from past work",SrvLAW_PreWorkT7F_v1r0,PREWORKT7F,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5963,5963,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5964,5964,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5965,5965,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5966,5966,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5967,5967,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,686494153,"Walking- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, Walking commute from past work",SrvLAW_PreWorkT7G_v1r0,PREWORKT7G,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5968,5968,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5969,5969,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5970,5970,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5971,5971,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5972,5972,129084651,Survey,716117817,Where You Live and Work,679430807,"Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",GRID_PREWORKT7,,,480127323,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Time, [OTHER FROM PREWORKT6 OR PREWORKT1]",SrvLAW_PreWorkT7H_v1r0,PREWORKT7H,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
5973,5973,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
5974,5974,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
5975,5975,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
5976,5976,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
5977,5977,129084651,Survey,716117817,Where You Live and Work,,,,,,475144270,How many days per week did you usually make the trip back to your home from [insert address from PREWORK1 - PREWORK3/this address]?,,"Days commute, commute from past work",SrvLAW_PreWorkT8_v1r0,PREWORKT8,Num,2,559049897,0 = 1 day per week,,No,No,,,,,,3/10/22,,
5978,5978,,,,,,,,,,,,,,,,,,500554958,1 = 2 days per week,,,,,,,,,,,
5979,5979,,,,,,,,,,,,,,,,,,897038099,2 = 3 days per week,,,,,,,,,,,
5980,5980,,,,,,,,,,,,,,,,,,103409401,3 = 4 days per week,,,,,,,,,,,
5981,5981,,,,,,,,,,,,,,,,,,334390252,4 = 5 days per week,,,,,,,,,,,
5982,5982,,,,,,,,,,,,,,,,,,300863887,5 = 6 days per week,,,,,,,,,,,
5983,5983,,,,,,,,,,,,,,,,,,252853790,6 = 7 days per week,,,,,,,,,,,
5984,5984,129084651,Survey,716117817,Where You Live and Work,,,,,,449752653,Do you commute from your home to your current school at least once a week?,,"Current school, commute at least once a week",SrvLAW_CurSchCom_v1r0,CURSCHCOM,Num,2,104430631,0 = No,,No,No,,,,,,,,
5985,5985,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
5986,5986,129084651,Survey,716117817,Where You Live and Work,,,,,,959371875,"In a usual week, to how many different schools or campuses do you commute to?",,"Current school, number of campuses comuted to",SrvLAW_CurSchCom2_v1r0,CURSCHCOM2,Num,2,759356722,0 = One,,No,No,,,,,,3/10/22,,
5987,5987,,,,,,,,,,,,,,,,,,185036360,1 = More than one,,,,,,,,,,,
5988,5988,,,,,,,,,,,,,,,,,,684900118,2 = I do not commute to work,,,,,,,,,,,
5989,5989,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,636708825,Commute School Name of school,,Name of school,SrvLAW_CurSchName_v1r0,CURSCHNAME,Char,300,,,,No,Yes,,,,,,,,
5990,5990,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,970996351,Commute School Street number,,Street number,SrvLAW_CurSchStNum_v1r0,CURSCHSTNUM,Num,6,,,,No,Yes,,,,,,,,
5991,5991,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,249657148,Commute School Full Street name,,Full Street name,SrvLAW_CurSchFullSt_v1r0,CURSCHFULLST,Char,70,,,,No,Yes,,,,,,,,
5992,5992,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,190883115,"Commute School Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_CurSchApt_v1r0,CURSCHAPT,Char,70,,,,No,Yes,,,,,,,,
5993,5993,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,161170041,Commute School City,,City,SrvLAW_CurSchCity_v1r0,CURSCHCITY,Char,45,,,,No,Yes,,,,,,,,
5994,5994,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,660217075,Commute School State/Province,,State/Province,SrvLAW_CurSchState_v1r0,CURSCHST,Char,48,,,,No,Yes,,,,,,,,
5995,5995,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,884494489,Commute School Zip code,,Zip code,SrvLAW_CurSchZip_v1r0,CURSCHZIP,Char,8,,,,No,Yes,,,,,,7/25/22,,
5996,5996,129084651,Survey,716117817,Where You Live and Work,914696832,What is the name and the street address of the school that you commute to most often?,CURSCH1,,,403679963,Commute School Country,,Country,SrvLAW_CurSchCountry_v1r0,CURSCHCOUNTRY,Char,300,,,,No,Yes,,,,,,,,
5997,5997,129084651,Survey,716117817,Where You Live and Work,668887646,Commute school- Please provide the following information:,CURSCH2,,,225725599,Commute School City- Follow Up,,City,SrvLAW_CurSchCityFU_v1r0,CURSCHCITY_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,
5998,5998,129084651,Survey,716117817,Where You Live and Work,668887646,Commute school- Please provide the following information:,CURSCH2,,,977086216,Commute School State/Province- Follow Up,,State/Province,SrvLAW_CurSchStateFU_v1r0,CURSCHST_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,
5999,5999,129084651,Survey,716117817,Where You Live and Work,668887646,Commute school- Please provide the following information:,CURSCH2,,,997041632,Commute School Zip code- Follow Up,,Zip code,SrvLAW_CurSchZipFU_v1r0,CURSCHZIP_FOLLOWUP,Char,8,,,,,,,,,,,7/25/22,,
6000,6000,129084651,Survey,716117817,Where You Live and Work,668887646,Commute school- Please provide the following information:,CURSCH2,,,147113671,Commute School Country - Follow Up,,Country,SrvLAW_CurSchCountryFU_v1r0,CURSCHCOUNTRY_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,
6001,6001,129084651,Survey,716117817,Where You Live and Work,668887646,Commute school- Please provide the following information:,CURSCH2,,,668887646,Commute school- Please provide the following information:,,Do Not Know Current School,SrvLAW_CurSchDontKnow_v1r0,CURSCH2,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,
6002,6002,129084651,Survey,716117817,Where You Live and Work,443679537,Commute school- Please provide the cross streets of the intersection closest to this address:,CURSCH3,,,494271326,Commute School Full Street name #1,,Full Street name #1,SrvLAW_FullSt1CurSchSt_v1r0,FULLST1_CURSCHST,Char,70,,,,No,Yes,,,,,,3/3/22,,
6003,6003,129084651,Survey,716117817,Where You Live and Work,443679537,Commute school- Please provide the cross streets of the intersection closest to this address:,CURSCH3,,,952170182,Commute School Full Street name #2,,Full Street name #2,SrvLAW_FullSt2CurSchSt_v1r0,FULLST2_CURSCHST,Char,70,,,,No,Yes,,,,,,3/3/22,,
6004,6004,129084651,Survey,716117817,Where You Live and Work,443679537,Commute school- Please provide the cross streets of the intersection closest to this address:,CURSCH3,,,443679537,Commute school- Please provide the cross streets of the intersection closest to this address:,,Do Not Know Commute School Cross,SrvLAW_CurScCrDontKnow_v1r0,CURSCH3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,
6005,6005,129084651,Survey,716117817,Where You Live and Work,224209278,In what month and year did you start commuting to [insert address from CURSCH1 - CURSCH3/this address]?,CURSCHYR1,,,744987950,Month,,Month,SrvLAW_CurSchYr1_Mo_v1r0,CURSCHYR1_Month,Num,2,,,,No,No,,,,,,,,
6006,6006,129084651,Survey,716117817,Where You Live and Work,224209278,In what month and year did you start commuting to [insert address from CURSCH1 - CURSCH3/this address]?,CURSCHYR1,,,770959058,Year,,Year,SrvLAW_CurSchYr1_Yr_v1r0,CURSCHYR1_Year,Year,4,,,,No,No,,,,,,2/3/22,,
6007,6007,129084651,Survey,716117817,Where You Live and Work,,,,,,659744749,How many of the past 12 months did you commute to [insert address from CURSCH1 - CURSCH3/this address] from your home?,,Months commute to address,SrvLAW_CurSchMos_v1r0,CURSCHMOS,Num,2,,,,No,No,,,,,,,,
6008,6008,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,782113721,"Car, van, or truck (includes carpools or van pools) commute to school",,"Car, van, or truck (includes carpools or van pools) commute to current school",SrvLAW_CurSchCar5_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6009,6009,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6010,6010,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,207263450,"Taxicab (includes Uber, Lyft, or hired car) commute to school",,"Taxicab (includes Uber, Lyft, or hired car) commute to current school",SrvLAW_CurSchTaxi5_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6011,6011,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6012,6012,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,638833327,Motorcycle commute to school,,Motorcycle commute to current school,SrvLAW_CurSchMotorcycle5_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6013,6013,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6014,6014,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,736981982,"Bus or streetcar/trolley, light rail/trolley, light rail commute to school",,"Bus or streetcar/trolley, light rail/trolley, light rail commute to current school",SrvLAW_CurSchBus5_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6015,6015,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6016,6016,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,932195315,"Commuter rail, subway, metro commute to school",,"Commuter rail, subway, metro commute to current school",SrvLAW_CurSchMetro5_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6017,6017,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6018,6018,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,279026426,Bicycle commute to school,,Bicycle commute to current school,SrvLAW_CurSchBike5_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6019,6019,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6020,6020,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,691579493,Walking commute to school,,Walking commute to current school,SrvLAW_CurSchWalk5_v1r0,6,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6021,6021,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6022,6022,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,211269389,Other: Please describe commute to school,,Other: Please describe commute to current school,SrvLAW_CurSchCommute5_v1r0,55,Num,2,104430631,0 = No,,No,No,,,,,,3/10/22,,
6023,6023,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6024,6024,129084651,Survey,716117817,Where You Live and Work,404863614,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 - CURSCH3/this address]? Select all that apply.,CURSCHT1,,,255860829,"Other: Please describe, text box commute to school",,"Other: Please describe, text box commute to current school",SrvLAW_CurSchOthCommute5_v1r0,CURSCHT1_OTH,Char,300,,,,No,No,,,,,,3/10/22,,
