Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
5792,5792,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5793,5793,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,875706715,2-Previous Street number,,Street number,SrvLAW_StNum2_v1r0,STNUM2,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5794,5794,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,645150792,2-Previous Full Street name,,Full Street name,SrvLAW_FullSt2_v1r0,FULLST2,Char,70,,,,No,Yes,,,,,,,,,
5795,5795,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,585360350,"2-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt2_v1r0,APT2,Char,70,,,,No,Yes,,,,,,,,,
5796,5796,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,588699608,2-Previous City,,City,SrvLAW_City2_v1r0,CITY2,Char,45,,,,No,Yes,,,,,,,,,
5797,5797,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,544692849,2-Previous State/Province,,State/Province,SrvLAW_State2_v1r0,ST2,Char,48,,,,No,Yes,,,,,,,,,
5798,5798,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,335435992,2-Previous Zip code,,Zip code,SrvLAW_Zip2_v1r0,ZIP2,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5799,5799,129084651,Survey,716117817,Where You Live and Work,828086036,Address 3- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_3,,,337088272,2-Previous Country,,Country,SrvLAW_Country2_v1r0,COUNTRY2,Char,300,,,,No,Yes,,,,,,,,,
5800,5800,129084651,Survey,716117817,Where You Live and Work,752101258,Address 3-Please provide the following information:,,HOMEADD2_3,,,648495207,2-Previous City - Follow-up,,City,SrvLAW_City2FollowUp_v1r0,CITY2_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5801,5801,129084651,Survey,716117817,Where You Live and Work,752101258,Address 3-Please provide the following information:,,HOMEADD2_3,,,300933270,2-Previous State/Province - Follow-up,,State/Province,SrvLAW_State2FollowUp_v1r0,ST2_FOLLOWUP,Char,48,,,,No,Yes,,,,,,5/31/22,,,Added Follow-up to question text
5802,5802,129084651,Survey,716117817,Where You Live and Work,752101258,Address 3-Please provide the following information:,,HOMEADD2_3,,,649864362,2-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip2FollowUp_v1r0,ZIP2_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5803,5803,129084651,Survey,716117817,Where You Live and Work,752101258,Address 3-Please provide the following information:,,HOMEADD2_3,,,723108194,2-Previous Country - Follow-up,,Country,SrvLAW_Country2FU_v1r0,COUNTRY2_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5804,5804,129084651,Survey,716117817,Where You Live and Work,752101258,Address 3-Please provide the following information:,,HOMEADD2_3,,,752101258,Address 3-Please provide the following information:,,Do Not Know 2-Previous,SrvLAW_Prev2DontKnow_v1r0,HOMEADD2_3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5805,5805,129084651,Survey,716117817,Where You Live and Work,961572487,Address 3-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_3,,,469679476,2-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName3_v1r0,STRNAME3,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5806,5806,129084651,Survey,716117817,Where You Live and Work,961572487,Address 3-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_3,,,216954796,2-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName3_v1r0,STRTNAME3,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5807,5807,129084651,Survey,716117817,Where You Live and Work,961572487,Address 3-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_3,,,961572487,Address 3-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 2-Previous Cross,SrvLAW_Prev2CrDontKnow_v1r0,HOMEADD3_3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5808,5808,129084651,Survey,716117817,Where You Live and Work,,,,,,,593146348,"2-Previous Review 3- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth3_v1r0,HOMEADDOTH3,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5809,5809,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5810,5810,129084651,Survey,716117817,Where You Live and Work,,,,,New,,736086261,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 3,,Home address summary,SrvLAW_HomeAddSum_3_v1r0,HOMEADDSUM_3,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5811,5811,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5812,5812,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,130174162,3-Previous Street number,,Street number,SrvLAW_StNum3_v1r0,STNUM3,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5813,5813,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,563832508,3-Previous Full Street name,,Full Street name,SrvLAW_FullSt3_v1r0,FULLST3,Char,70,,,,No,Yes,,,,,,,,,
5814,5814,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,817839081,"3-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt3_v1r0,APT3,Char,70,,,,No,Yes,,,,,,,,,
5815,5815,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,930511603,3-Previous City,,City,SrvLAW_City3_v1r0,CITY3,Char,45,,,,No,Yes,,,,,,,,,
5816,5816,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,756548442,3-Previous State/Province,,State/Province,SrvLAW_State3_v1r0,ST3,Char,48,,,,No,Yes,,,,,,,,,
5817,5817,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,455968200,3-Previous Zip code,,Zip code,SrvLAW_Zip3_v1r0,ZIP3,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5818,5818,129084651,Survey,716117817,Where You Live and Work,680046149,Address 4- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_4,,,728704613,3-Previous Country,,Country,SrvLAW_Country3_v1r0,COUNTRY3,Char,300,,,,No,Yes,,,,,,,,,
5819,5819,129084651,Survey,716117817,Where You Live and Work,879180101,Address 4-Please provide the following information:,,HOMEADD2_4,,,931999203,3-Previous City - Follow-up,,City,SrvLAW_City3FollowUp_v1r0,CITY3_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5820,5820,129084651,Survey,716117817,Where You Live and Work,879180101,Address 4-Please provide the following information:,,HOMEADD2_4,,,486511102,3-Previous State/Province - Follow-up,,State/Province,SrvLAW_State3FollowUp_v1r0,ST3_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5821,5821,129084651,Survey,716117817,Where You Live and Work,879180101,Address 4-Please provide the following information:,,HOMEADD2_4,,,267027102,3-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip3FollowUp_v1r0,ZIP3_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5822,5822,129084651,Survey,716117817,Where You Live and Work,879180101,Address 4-Please provide the following information:,,HOMEADD2_4,,,734345879,3-Previous Country - Follow-up,,Country,SrvLAW_Country3FU_v1r0,COUNTRY3_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5823,5823,129084651,Survey,716117817,Where You Live and Work,879180101,Address 4-Please provide the following information:,,HOMEADD2_4,,,879180101,Address 4-Please provide the following information:,,Do Not Know 3-Previous,SrvLAW_Prev3DontKnow_v1r0,HOMEADD2_4,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5824,5824,129084651,Survey,716117817,Where You Live and Work,746604821,Address 4-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_4,,,423713680,3-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName4_v1r0,STRNAME4,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5825,5825,129084651,Survey,716117817,Where You Live and Work,746604821,Address 4-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_4,,,555767576,3-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName4_v1r0,STRTNAME4,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5826,5826,129084651,Survey,716117817,Where You Live and Work,746604821,Address 4-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_4,,,746604821,Address 4-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 3-Previous Cross,SrvLAW_Prev3CrDontKnow_v1r0,HOMEADD3_4,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5827,5827,129084651,Survey,716117817,Where You Live and Work,,,,,,,983592172,"3-Previous Review 4- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth4_v1r0,HOMEADDOTH4,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5828,5828,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5829,5829,129084651,Survey,716117817,Where You Live and Work,,,,,New,,294308065,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 4,,Home address summary,SrvLAW_HomeAddSum_4_v1r0,HOMEADDSUM_4,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5830,5830,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5831,5831,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,838725845,4-Previous Street number,,Street number,SrvLAW_StNum4_v1r0,STNUM4,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5832,5832,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,565515774,4-Previous Full Street name,,Full Street name,SrvLAW_FullSt4_v1r0,FULLST4,Char,70,,,,No,Yes,,,,,,,,,
5833,5833,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,848348504,"4-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt4_v1r0,APT4,Char,70,,,,No,Yes,,,,,,,,,
5834,5834,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,742177990,4-Previous City,,City,SrvLAW_City4_v1r0,CITY4,Char,45,,,,No,Yes,,,,,,,,,
5835,5835,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,843508307,4-Previous State/Province,,State/Province,SrvLAW_St4_v1r0,ST4,Char,48,,,,No,Yes,,,,,,,,,
5836,5836,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,554901696,4-Previous Zip code,,Zip code,SrvLAW_Zip4_v1r0,ZIP4,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5837,5837,129084651,Survey,716117817,Where You Live and Work,274189667,Address 5- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_5,,,819429013,4-Previous Country,,Country,SrvLAW_Country4_v1r0,COUNTRY4,Char,300,,,,No,Yes,,,,,,,,,
5838,5838,129084651,Survey,716117817,Where You Live and Work,212343294,Address 5-Please provide the following information:,,HOMEADD2_5,,,445867902,4-Previous City - Follow-up,,City,SrvLAW_City4FollowUp_v1r0,CITY4_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5839,5839,129084651,Survey,716117817,Where You Live and Work,212343294,Address 5-Please provide the following information:,,HOMEADD2_5,,,348049244,4-Previous State/Province - Follow-up,,State/Province,SrvLAW_St4FollowUp_v1r0,ST4_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5840,5840,129084651,Survey,716117817,Where You Live and Work,212343294,Address 5-Please provide the following information:,,HOMEADD2_5,,,684217044,4-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip4FollowUp_v1r0,ZIP4_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5841,5841,129084651,Survey,716117817,Where You Live and Work,212343294,Address 5-Please provide the following information:,,HOMEADD2_5,,,600319581,4-Previous Country - Follow-up,,Country,SrvLAW_Country4FU_v1r0,COUNTRY4_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5842,5842,129084651,Survey,716117817,Where You Live and Work,212343294,Address 5-Please provide the following information:,,HOMEADD2_5,,,212343294,Address 5-Please provide the following information:,,Do Not Know 4-Previous,SrvLAW_Prev4DontKnow_v1r0,HOMEADD2_5,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5843,5843,129084651,Survey,716117817,Where You Live and Work,298296694,Address 5-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_5,,,915527263,4-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName5_v1r0,STRNAME5,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5844,5844,129084651,Survey,716117817,Where You Live and Work,298296694,Address 5-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_5,,,325919807,4-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName5_v1r0,STRTNAME5,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5845,5845,129084651,Survey,716117817,Where You Live and Work,298296694,Address 5-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_5,,,298296694,Address 5-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 4-Previous Cross,SrvLAW_Prev4CrDontKnow_v1r0,HOMEADD3_5,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5846,5846,129084651,Survey,716117817,Where You Live and Work,,,,,,,776406200,"4-Previous Review 5- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth5_v1r0,HOMEADDOTH5,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5847,5847,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5848,5848,129084651,Survey,716117817,Where You Live and Work,,,,,New,,385583361,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 5,,Home address summary,SrvLAW_HomeAddSum_5_v1r0,HOMEADDSUM_5,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5849,5849,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5850,5850,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,306805272,5-Previous Street number,,Street number,SrvLAW_StNum5_v1r0,STNUM5,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5851,5851,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,819844467,5-Previous Full Street name,,Full Street name,SrvLAW_FullSt5_v1r0,FULLST5,Char,70,,,,No,Yes,,,,,,,,,
5852,5852,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,164233037,"5-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt5_v1r0,APT5,Char,70,,,,No,Yes,,,,,,,,,
5853,5853,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,418702418,5-Previous City,,City,SrvLAW_City5_v1r0,CITY5,Char,45,,,,No,Yes,,,,,,,,,
5854,5854,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,101219440,5-Previous State/Province,,State/Province,SrvLAW_State5_v1r0,ST5,Char,48,,,,No,Yes,,,,,,,,,
5855,5855,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,127963610,5-Previous Zip code,,Zip code,SrvLAW_Zip5_v1r0,ZIP5,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5856,5856,129084651,Survey,716117817,Where You Live and Work,113930886,Address 6- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_6,,,882731998,5-Previous Country,,Country,SrvLAW_Country5_v1r0,COUNTRY5,Char,300,,,,No,Yes,,,,,,,,,
5857,5857,129084651,Survey,716117817,Where You Live and Work,255474241,Address 6-Please provide the following information:,,HOMEADD2_6,,,218334768,5-Previous City - Follow-up,,City,SrvLAW_City5FollowUp_v1r0,CITY5_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5858,5858,129084651,Survey,716117817,Where You Live and Work,255474241,Address 6-Please provide the following information:,,HOMEADD2_6,,,394294282,5-Previous State/Province - Follow-up,,State/Province,SrvLAW_State5FollowUp_v1r0,ST5_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5859,5859,129084651,Survey,716117817,Where You Live and Work,255474241,Address 6-Please provide the following information:,,HOMEADD2_6,,,803526907,5-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip5FollowUp_v1r0,ZIP5_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5860,5860,129084651,Survey,716117817,Where You Live and Work,255474241,Address 6-Please provide the following information:,,HOMEADD2_6,,,941168091,5-Previous Country - Follow-up,,Country,SrvLAW_Country5FU_v1r0,COUNTRY5_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5861,5861,129084651,Survey,716117817,Where You Live and Work,255474241,Address 6-Please provide the following information:,,HOMEADD2_6,,,255474241,Address 6-Please provide the following information:,,Do Not Know 5-Previous,SrvLAW_Prev5DontKnow_v1r0,HOMEADD2_6,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5862,5862,129084651,Survey,716117817,Where You Live and Work,205492848,Address 6-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_6,,,756458580,5-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName6_v1r0,STRNAME6,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5863,5863,129084651,Survey,716117817,Where You Live and Work,205492848,Address 6-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_6,,,481599610,5-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName6_v1r0,STRTNAME6,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5864,5864,129084651,Survey,716117817,Where You Live and Work,205492848,Address 6-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_6,,,205492848,Address 6-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 5-Previous Cross,SrvLAW_Prev5CrDontKnow_v1r0,HOMEADD3_6,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5865,5865,129084651,Survey,716117817,Where You Live and Work,,,,,,,135207939,"5-Previous Review 6- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth6_v1r0,HOMEADDOTH6,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5866,5866,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5867,5867,129084651,Survey,716117817,Where You Live and Work,,,,,New,,768802173,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 6,,Home address summary,SrvLAW_HomeAddSum_6_v1r0,HOMEADDSUM_6,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5868,5868,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5869,5869,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,351559015,6-Previous Street number,,Street number,SrvLAW_StNum6_v1r0,STNUM6,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5870,5870,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,903490632,6-Previous Full Street name,,Full Street name,SrvLAW_FullSt6_v1r0,FULLST6,Char,70,,,,No,Yes,,,,,,,,,
5871,5871,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,906119853,"6-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt6_v1r0,APT6,Char,70,,,,No,Yes,,,,,,,,,
5872,5872,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,703944664,6-Previous City,,City,SrvLAW_City6_v1r0,CITY6,Char,45,,,,No,Yes,,,,,,,,,
5873,5873,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,390463636,6-Previous State/Province,,State/Province,SrvLAW_State6_v1r0,ST6,Char,48,,,,No,Yes,,,,,,,,,
5874,5874,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,256790385,6-Previous Zip code,,Zip code,SrvLAW_Zip6_v1r0,ZIP6,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5875,5875,129084651,Survey,716117817,Where You Live and Work,809728747,Address 7- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_7,,,915222355,6-Previous Country,,Country,SrvLAW_Country6_v1r0,COUNTRY6,Char,300,,,,No,Yes,,,,,,,,,
5876,5876,129084651,Survey,716117817,Where You Live and Work,201906316,Address 7-Please provide the following information:,,HOMEADD2_7,,,476697171,6-Previous City - Follow-up,,City,SrvLAW_City6FollowUp_v1r0,CITY6_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5877,5877,129084651,Survey,716117817,Where You Live and Work,201906316,Address 7-Please provide the following information:,,HOMEADD2_7,,,605344820,6-Previous State/Province - Follow-up,,State/Province,SrvLAW_State6FollowUp_v1r0,ST6_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5878,5878,129084651,Survey,716117817,Where You Live and Work,201906316,Address 7-Please provide the following information:,,HOMEADD2_7,,,814644814,6-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip6FollowUp_v1r0,ZIP6_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5879,5879,129084651,Survey,716117817,Where You Live and Work,201906316,Address 7-Please provide the following information:,,HOMEADD2_7,,,627992821,6-Previous Country - Follow-up,,Country,SrvLAW_Country6FU_v1r0,COUNTRY6_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5880,5880,129084651,Survey,716117817,Where You Live and Work,201906316,Address 7-Please provide the following information:,,HOMEADD2_7,,,201906316,Address 7-Please provide the following information:,,Do Not Know 6-Previous,SrvLAW_Prev6DontKnow_v1r0,HOMEADD2_7,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5881,5881,129084651,Survey,716117817,Where You Live and Work,581231591,Address 7-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_7,,,732107715,6-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName7_v1r0,STRNAME7,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5882,5882,129084651,Survey,716117817,Where You Live and Work,581231591,Address 7-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_7,,,803219073,6-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName7_v1r0,STRTNAME7,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5883,5883,129084651,Survey,716117817,Where You Live and Work,581231591,Address 7-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_7,,,581231591,Address 7-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 6-Previous Cross,SrvLAW_Prev6CrDontKnow_v1r0,HOMEADD3_7,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5884,5884,129084651,Survey,716117817,Where You Live and Work,,,,,,,647612167,"6-Previous Review 7- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth7_v1r0,HOMEADDOTH7,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5885,5885,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
