conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Sibling 1- Is [SIBLING INITIALS OR NICKNAME/your sibling] a…,Sibling 1 full/half,SrvBOH_Sib1FullHalf_v1r0,SIB3,Num,2,,0 = Full sibling,,1 = Full sibling,No,No,,,,,,9/28/21,Optional Multiple Choice,
,,,,,,,,,,,,,,"1 = Half sibling, same mother",,"2 = Half sibling, same mother",,,,,,,,,,
,,,,,,,,,,,,,,"2 = Half sibling, same father",,"3 = Half sibling, same father",,,,,,,,,,
,Survey,,Background and Overall Health,,,,Sibling 1- Is [SIBLING INITIALS OR NICKNAME/your sibling] still living?,Sibling 1 living,SrvBOH_Sib1Living_v1r0,SIB4,Num,2,,0=No,,1=No,No,No,,,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,Sibling 1- How old is [SIBLING INITIALS OR NICKNAME/your sibling] today?,,Sibling 1- How old is [SIBLING INITIALS OR NICKNAME/your sibling] today?,Sibling 1 age,SrvBOH_Sib1Age_v1r0,SIBAGE,Num,2,,77 = Unavailable/Unknown,,99 = Don't know,No,No,,,,,,9/28/21,"Text Box Plus Check Box, Loops",SIBAGE
,Survey,,Background and Overall Health,,Sibling 1- How old is [SIBLING INITIALS OR NICKNAME/your sibling] today?,,"Sibling 1- How old is [SIBLING INITIALS OR NICKNAME/your sibling] today?, Number",Sibling 1 age,SrvBOH_Sib1AgeNum_v1r0,SIBAGE_AGE,Num,2,,N/A,,,No,No,,,,,,9/14/21,"Text Box Plus Check Box, Loops",SIBAGE
,Survey,,Background and Overall Health,,Sibling 1- How old was [SIBLING INITIALS OR NICKNAME/your sibling] when they died?,,Sibling 1- How old was [SIBLING INITIALS OR NICKNAME/your sibling] when they died?,Sibling 1 age at death,SrvBOH_Sib1AgeDeath_v1r0,SIBDEATH,Num,2,,77 = Unavailable/Unknown,,99 = Don't know,No,No,,,,,,9/28/21,"Text Box Plus Check Box, Loops",SIBDEATH
,Survey,,Background and Overall Health,,Sibling 1- How old was [SIBLING INITIALS OR NICKNAME/your sibling] when they died?,,"Sibling 1- How old was [SIBLING INITIALS OR NICKNAME/your sibling] when they died?, Number","Sibling 1 age at death, number",SrvBOH_Sib1AgeDeathNum_v1r0,SIBDEATH_num,Num,2,,N/A,,,Yes,Yes,,,,,,9/14/21,"Text Box Plus Check Box, Loops",SIBDEATH
,Survey,,Background and Overall Health,,,,"Sibling 1- [If SIB4=01] Has a doctor or other health professional ever told [SIBLING INITIALS OR NICKNAME/your sibling] that they have or had any type of cancer? [If SIB4=00, 77, NON-RESPONSE] Did a doctor or other health professional ever tell [sibling initials or nickname/your sibling] that they had any type of cancer?",Sibling 1 cancer,SrvBOH_Sibling1Cancer_v1r0,SIBCANC,Num,2,,0=No,,1=No,No,No,,,,,,,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Anal,Anal,SrvBOH_S1AnalCanc_v1r0,0,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Bladder,Bladder,SrvBOH_S1BladderCanc_v1r0,1,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Brain,Brain,SrvBOH_S1BrainCanc_v1r0,2,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Breast,Breast,SrvBOH_S1BreastCanc_v1r0,3,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Cervical,Cervical,SrvBOH_S1CervicalCanc_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Colon/rectal,Colon/rectal,SrvBOH_S1ColonCanc_v1r0,5,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Esophageal,Esophageal,SrvBOH_S1EsophagCanc_v1r0,6,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,"Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)","Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)",SrvBOH_S1HNCancer_v1r0,7,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Kidney,Kidney,SrvBOH_S1KidneyCanc_v1r0,8,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Leukemia (blood and bone marrow),Leukemia (blood and bone marrow),SrvBOH_S1Leukemia_v1r0,9,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Liver,Liver,SrvBOH_S1LiverCanc_v1r0,10,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Lung or bronchial,Lung or bronchial,SrvBOH_S1LungCanc_v1r0,11,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,SrvBOH_S1NHLympoma_v1r0,12,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Lymphoma,Lymphoma,SrvBOH_S1Lymphoma_v1r0,13,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Melanoma (skin),Melanoma (skin),SrvBOH_S1Melanoma_v1r0,14,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Non-melanoma skin (basal or squamous),Non-melanoma skin (basal or squamous),SrvBOH_S1NMSkinCanc_v1r0,15,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Ovarian,Ovarian,SrvBOH_S1OvarianCanc_v1r0,16,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Pancreatic,Pancreatic,SrvBOH_S1PancreatCanc_v1r0,17,Num,1,,0=No,,,No,No,,,,,,6/24/21,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Prostate,Prostate,SrvBOH_S1ProstateCanc_v1r0,18,Num,1,,0=No,,,No,No,,,,,,6/24/21,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Stomach,Stomach,SrvBOH_S1StomachCanc_v1r0,19,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Testicular,Testicular,SrvBOH_S1TesticularCanc_v1r0,20,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Thyroid,Thyroid,SrvBOH_S1ThyroidCanc_v1r0,21,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Uterine (endometrial),Uterine (endometrial),SrvBOH_S1UterineCanc_v1r0,22,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Other |__|,Another type of cancer: Please describe,SrvBOH_S1OtherCancer_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Sibling - another type of cancer: Please describe [text box],Another type of cancer: Please describe [text box],SrvBOH_S1OtherCancDesc_v1r0,SIBCANC2_TB,Char,300,,N/A,,,No,No,,,,,,8/9/21,"Optional Select All that Apply, Loops",SIBCANC2
,Survey,,Background and Overall Health,,Sibling 1- Which type(s) of cancer? Select all that apply.,,Unavailable/Unknown,"I know they had cancer, but don't know what type",SrvBOH_S1CancerUnk_v1r0,77,Num,1,,0=No,,,No,No,,,,,,9/23/21,"Optional Select All that Apply, Loops",SIBCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had anal cancer?,,Age at diagnosis,Sibling 1 anal cancer age,SrvBOH_S1AnalCancAge_v1r0,SIBCANC3A_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3A
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had anal cancer?,,Year at diagnosis,Sibling 1 anal cancer year,SrvBOH_S1AnalCancYr_v1r0,SIBCANC3A_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3A 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Age at diagnosis,Sibling 1 bladder cancer age,SrvBOH_S1BlCancAge_v1r0,SIBCANC3B_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3B
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Year at diagnosis,Sibling 1 bladder cancer year,SrvBOH_S1BlCancYr_v1r0,SIBCANC3B_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3B 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had brain cancer?,,Age at diagnosis,Sibling 1 brain cancer age,SrvBOH_S1BraCancAge_v1r0,SIBCANC3C_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3C
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had brain cancer?,,Year at diagnosis,Sibling 1 brain cancer year,SrvBOH_S1BraCancYr_v1r0,SIBCANC3C_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3C 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had breast cancer?,,Age at diagnosis,Sibling 1 breast cancer age,SrvBOH_S1BreCancAge_v1r0,SIBCANC3D_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3D
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had breast cancer?,,Year at diagnosis,Sibling 1 breast cancer year,SrvBOH_S1BreCancYr_v1r0,SIBCANC3D_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3D 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had cervical cancer?,,Age at diagnosis,Sibling 1 cervical cancer age,SrvBOH_S1CervCancAge_v1r0,SIBCANC3E_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3E
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had cervical cancer?,,Year at diagnosis,Sibling 1 cervical cancer year,SrvBOH_S1CervCancYr_v1r0,SIBCANC3E_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3E 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Age at diagnosis,Sibling 1 colon/rectal cancer age,SrvBOH_S1ColCancAge_v1r0,SIBCANC3F_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3F
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Year at diagnosis,Sibling 1 colon/rectal cancer year,SrvBOH_S1ColCancYr_v1r0,SIBCANC3F_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3F 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Age at diagnosis,Sibling 1 esophageal cancer age,SrvBOH_S1EsoCancAge_v1r0,SIBCANC3G_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3G
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Year at diagnosis,Sibling 1 esophageal cancer year,SrvBOH_S1EsoCancYr_v1r0,SIBCANC3G_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3G 
,Survey,,Background and Overall Health,,"Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Age at diagnosis,"Sibling 1 Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer age",SrvBOH_S1HNCancAge_v1r0,SIBCANC3H_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3H
,Survey,,Background and Overall Health,,"Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Year at diagnosis,"Sibling 1 Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer year",SrvBOH_S1HNCancYr_v1r0,SIBCANC3H_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3H 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Age at diagnosis,Sibling 1 kidney cancer age,SrvBOH_S1KidnCancAge_v1r0,SIBCANC3I_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3I
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Year at diagnosis,Sibling 1 kidney cancer year,SrvBOH_S1KidnCancYr_v1r0,SIBCANC3I_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3I 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Age at diagnosis,Sibling 1 Leukemia (blood and bone marrow) cancer age,SrvBOH_S1LeukemAge_v1r0,SIBCANC3J_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3J
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Year at diagnosis,Sibling 1 Leukemia (blood and bone marrow) cancer year,SrvBOH_S1LeukemYr_v1r0,SIBCANC3J_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3J 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Age at diagnosis,Sibling 1 Liver cancer age,SrvBOH_S1LiverCancAge_v1r0,SIBCANC3K_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3K
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Year at diagnosis,Sibling 1 Liver cancer year,SrvBOH_S1LiverCancYr_v1r0,SIBCANC3K_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3K 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Age at diagnosis,Sibling 1 Lung or bronchial cancer age,SrvBOH_S1LungCancAge_v1r0,SIBCANC3L_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3L
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Year at diagnosis,Sibling 1 Lung or bronchial cancer year,SrvBOH_S1LungCancYr_v1r0,SIBCANC3L_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3L 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Age at diagnosis,Sibling 1 Non-Hodgkin's lymphoma cancer age,SrvBOH_S1NHLympAge_v1r0,SIBCANC3M_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3M
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Year at diagnosis,Sibling 1 Non-Hodgkin's lymphoma cancer year,SrvBOH_S1NHLympYr_v1r0,SIBCANC3M_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3M 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Age at diagnosis,Sibling 1 Lymphoma cancer age,SrvBOH_S1LymphomaAge_v1r0,SIBCANC3N_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3N
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Year at diagnosis,Sibling 1 Lymphoma cancer year,SrvBOH_S1LymphomaYr_v1r0,SIBCANC3N_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3N 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Age at diagnosis,Sibling 1 Melanoma (skin) cancer age,SrvBOH_S1MelanomaAge_v1r0,SIBCANC3O_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3O
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Year at diagnosis,Sibling 1 Melanoma (skin) cancer year,SrvBOH_S1MelanomaYr_v1r0,SIBCANC3O_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3O 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Age at diagnosis,Sibling 1 Non-melanoma skin (basal or squamous) cancer age,SrvBOH_S1NMSkinCancAge_v1r0,SIBCANC3P_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3P
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Year at diagnosis,Sibling 1 Non-melanoma skin (basal or squamous) cancer year,SrvBOH_S1NMSkinCancYr_v1r0,SIBCANC3P_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3P 
