conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,"Walking- Thinking about the one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?","Time, Walking commute from current work",SrvLAW_CurWorkT10G_v1r0,CURWORKT10G,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_CURWORKT10
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?","Time, [OTHER FROM CURWORKT9 or CURWORKT2]",SrvLAW_CurWorkT10H_v1r0,CURWORKT10H,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_CURWORKT10
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,,,"Does your usual one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home involve travel on a highway, parkway, freeway, or toll road? An example is pictured.","Highway, current work commute from current work",SrvLAW_CurWorkT11_v1r0,CURWORKT11,Num,1,,"0 = Yes, for 15 minutes or more ",,"1  = Yes, for 15 minutes or more ",No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,"1 = Yes, for less than 15 minutes",,"2 = Yes, for less than 15 minutes",,,,,,,,,,
,,,,,,,,,,,,,,"2 = No, not at all",,"3 = No, not at all",,,,,,,,,,
,Survey,,Where You Live and Work,,,,Does your usual one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured. ,"Major road, current work commute from current work",SrvLAW_CurWorkT12_v1r0,CURWORKT12,Num,1,,"0 = Yes, for 15 minutes or more ",,"1  = Yes, for 15 minutes or more ",No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,"1 = Yes, for less than 15 minutes",,"2 = Yes, for less than 15 minutes",,,,,,,,,,
,,,,,,,,,,,,,,"2 = No, not at all",,"3 = No, not at all",,,,,,,,,,
,Survey,,Where You Live and Work,,,,Does your usual one-way trip from [insert address from CURWORK1 – CURWORK3/this address] to your home involve travel on a local or neighborhood roadway? These usually have only one lane in each direction. ,"Local road, current work commute from current work",SrvLAW_CurWorkT13_v1r0,CURWORKT13,Num,1,,"0 = Yes, for 15 minutes or more ",,"1  = Yes, for 15 minutes or more ",No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,"1 = Yes, for less than 15 minutes",,"2 = Yes, for less than 15 minutes",,,,,,,,,,
,,,,,,,,,,,,,,"2 = No, not at all",,"3 = No, not at all",,,,,,,,,,
,Survey,,Where You Live and Work,,,,How many days per week do you usually make the trip back to your home from [insert address from CURWORK1 – CURWORK3/this address]?,"Days commute, commute from current work",SrvLAW_CurWorkT14_v1r0,CURWORKT14,Num,2,,0 = 1 day per week,,1  = 1 day per week,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 2 days per week,,2 = 2 days per week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 days per week,,3 = 3 days per week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 4 days per week,,4 = 4 days per week,,,,,,,,,,
,,,,,,,,,,,,,,4 = 5 days per week,,5 = 5 days per week,,,,,,,,,,
,,,,,,,,,,,,,,5 = 6 days per week,,6 =  6 days per week,,,,,,,,,,
,,,,,,,,,,,,,,6 = 7 days per week,,7 = 7 days per week,,,,,,,,,,
,Survey,,Where You Live and Work,,,,"Thinking of your longest held occupation, did your daily responsibilities involve driving (such as a sales representative, courier, bus driver, or truck driver)?","Longest held occupration, job includes driving",SrvLAW_PreWorkDrive_v1r0,PREWORKRES,Num,2,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,,,"In the past 20 years, did you commute from your home to a job at least once a week for at least one year?","Longest held occuptation, commute at least once a week",SrvLAW_PreWorkCom_v1r0,PREWORK,Num,2,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer Name of employer/company,Name of employer/company,SrvLAW_PreWorkEmp_v1r0,PREWORKEMP,Char,300,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer Street number,Street number,SrvLAW_PreWorkStNum_v1r0,PREWORKSTNUM ,Num,6,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer Full Street name,Full Street name,SrvLAW_PreWorkFullSt_v1r0,PREWORKFULLST,Char,70,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,"Previous Employer Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_PreWorkApt_v1r0,PREWORKAPT,Char,70,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer City ,City ,SrvLAW_PreWorkCity_v1r0,PREWORKCITY,Char,45,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer State/Province,State/Province,SrvLAW_PreWorkState_v1r0,PREWORKST,Char,48,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer Zip code,Zip code,SrvLAW_PreWorkZip_v1r0,PREWORKZIP ,Num,5,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,"Thinking about the job you had the longest in the past 20 years, what was the name and the street address of the workplace you commuted to most often? ",,Previous Employer Country ,Country ,SrvLAW_PreWorkCountry_v1r0,PREWORKCOUNTRY,Char,300,,,,,No,Yes,,,,,,3/10/22,,PREWORK1
,Survey,,Where You Live and Work,,Longest Job- Please provide the following information: ,,Previous Employer City Follow-Up,City ,SrvLAW_PreWorkCityFU_v1r0,PREWORKCITY_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/10/22,,PREWORK2_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the following information: ,,Previous Employer State/Province Follow-Up,State/Province,SrvLAW_PreWorkStateFU_v1r0,PREWORKST_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/10/22,,PREWORK2_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the following information: ,,Previous Employer Zip code Follow-Up,Zip code,SrvLAW_PreWorkZipFU_v1r0,PREWORKZIP_FOLLOWUP,Num,5,, ,, , , , ,,,,,3/10/22,,PREWORK2_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the following information: ,,Previous Employer Country Follow-Up ,Country ,SrvLAW_PreWrkCountryFU_v1r0,PREWORKCOUNTRY_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/10/22,,PREWORK2_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the following information: ,,Longest Job- Please provide the following information: ,Do Not Know Previous Employer ,SrvLAW_PrevEmpDontKnow_v1r0,PREWORK2_1,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,PREWORK2_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the cross streets of the intersection closest to this address:,,Previous Employer Full Street name #1 ,Full Street name #1 ,SrvLAW_FullSt1_PreWork_v1r0,FULLST1_PREWORKST,Char,70,, ,, ,No,Yes, ,,,,,3/10/22,,PREWORK3_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the cross streets of the intersection closest to this address:,,Previous Employer Full Street name #2,Full Street name #2,SrvLAW_FullSt2_PreWork_v1r0,FULLST2_PREWORKST,Char,70,, ,, ,No,Yes, ,,,,,3/10/22,,PREWORK3_1
,Survey,,Where You Live and Work,,Longest Job- Please provide the cross streets of the intersection closest to this address:,,Longest Job- Please provide the cross streets of the intersection closest to this address:,Do Not Know Previous Employer Cross,SrvLAW_PreEmCrDontKnow_v1r0,PREWORK3_1,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,PREWORK3_1
,Survey,,Where You Live and Work,,,,What year did you start commuting to [insert address from PREWORK1 – PREWORK3/this address]?,First commute longest job year,SrvLAW_PreWorkYr1_v1r0,PREWORKYR1,Year,4,,yyyy,,No,No,No,,,,,,3/10/22,,
,Survey,,Where You Live and Work,,,,What year did you last commute to [PREWORK1 – PREWORK3/this address]?,Last commute longest job year,SrvLAW_PreWorkYr2_v1r0,PREWORKYR2,Year,4,,yyyy,,No,No,No,,,,,,3/10/22,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,"Car, van, or truck (includes carpools or van pools) commute to past work","Car, van, or truck (includes carpools or van pools) commute to past work",SrvLAW_PreWorkCar_v1r0,0,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,"Taxicab (includes Uber, Lyft, or hired car) commute to past work","Taxicab (includes Uber, Lyft, or hired car) commute to past work",SrvLAW_PreWorkTaxi_v1r0,1,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,Motorcycle commute to past work,Motorcycle commute to past work,SrvLAW_PreWorkMotorcycle_v1r0,2,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,"Bus or streetcar/trolley, light rail/trolley, light rail commute to past work","Bus or streetcar/trolley, light rail/trolley, light rail commute to past work",SrvLAW_PreWorkBus_v1r0,3,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,"Commuter rail, subway, metro commute to past work","Commuter rail, subway, metro commute to past work",SrvLAW_PreWorkMetro_v1r0,4,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,Bicycle commute to past work,Bicycle commute to past work,SrvLAW_PreWorkBike_v1r0,5,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,Walking commute to past work,Walking commute to past work,SrvLAW_PreWorkWalk3_v1r0,6,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,Other: Please describe commute to past work,Other: Please describe commute to past work,SrvLAW_PreWorkCommute_v1r0,55,Num,2,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from your home to [insert address from PREWORK1 – PREWORK3/this address]? Select all that apply.,,"Other: Please describe, text box commute to past work","Other: Please describe, text box commute to past work",SrvLAW_PreWorkOthCommute_v1r0,PREWORKT1_OTH,Char,300,,,,,No,No,,,,,,3/10/22,,PREWORKT1
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Car, van, or truck (includes carpools or van pools) commute to past work",SrvLAW_PreWorkTmDrv_v1r0,PREWORKT2A,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute to past work",SrvLAW_PreWorkTmTaxi_v1r0,PREWORKT2B,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Motorcycle- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Motorcycle commute to past work",SrvLAW_PreWorkTmMoto_v1r0,PREWORKT2C,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Bus or streetcar/trolley, light rail/trolley commute to past work",SrvLAW_PreWorkTmBus_v1r0,PREWORKT2D,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Commuter rail, subway, metro- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Commuter rail, subway, metro commute to past work",SrvLAW_PreWorkTmRail_v1r0,PREWORKT2E,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Bicycle- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Bicycle commute to past work",SrvLAW_PreWorkTmBike_v1r0,PREWORKT2F,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"Walking- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, Walking commute to past work",SrvLAW_PreWorkTmWalk_v1r0,PREWORKT2G,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,3/10/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ",,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from your home to [insert address from PREWORK1 – PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation? ","Time, [OTHER FROM PREWORKT1]",SrvLAW_PreWorkT2H_v1r0,PREWORKT2H,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,,,How many days per week did you usually make the trip from your home to [insert address from PREWORK1 – PREWORK3/this address]? ,"Days commute, commute to past work",SrvLAW_PreWorkT3_v1r0,PREWORKT3,Num,2,,0 = 1 day per week,,1  = 1 day per week,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 2 days per week,,2 = 2 days per week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 days per week,,3 = 3 days per week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 4 days per week,,4 = 4 days per week,,,,,,,,,,
,,,,,,,,,,,,,,4 = 5 days per week,,5 = 5 days per week,,,,,,,,,,
,,,,,,,,,,,,,,5 = 6 days per week,,6 =  6 days per week,,,,,,,,,,
,,,,,,,,,,,,,,6 = 7 days per week,,7 = 7 days per week,,,,,,,,,,
,Survey,,Where You Live and Work,,,,"To get home from work, did you usually use the same type(s) of transportation as you did to get to [insert address from PREWORK1 – PREWORK3/this address] from your home?",Commute to and from past work same,SrvLAW_PreWorkT4_v1r0,PREWORKT4,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Did the trip home usually take about the same amount of time as the trip to get to [insert address from PREWORK1 – PREWORK3/this address] from your home?,Time to and from past work same,SrvLAW_PreWorkT5_v1r0,PREWORKT5,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,"Car, van, or truck (includes carpools or van pools) commute from past work","Car, van, or truck (includes carpools or van pools) commute from past work",SrvLAW_PreWorkCar4_v1r0,0,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,"Taxicab (includes Uber, Lyft, or hired car) commute from past work","Taxicab (includes Uber, Lyft, or hired car) commute from past work",SrvLAW_PreWorkTaxi4_v1r0,1,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,Motorcycle commute from past work,Motorcycle commute from past work,SrvLAW_PreWorkMotorcycle4_v1r0,2,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,"Bus or streetcar/trolley, light rail/trolley, light rail commute from past work","Bus or streetcar/trolley, light rail/trolley, light rail commute from past work",SrvLAW_PreWorkBus4_v1r0,3,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,"Commuter rail, subway, metro commute from past work","Commuter rail, subway, metro commute from past work",SrvLAW_PreWorkMetro4_v1r0,4,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,Bicycle commute from past work,Bicycle commute from past work,SrvLAW_PreWorkBike4_v1r0,5,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,Walking commute from past work,Walking commute from past work,SrvLAW_PreWorkWalk4_v1r0,6,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,Other: Please describe commute from past work,Other: Please describe commute from past work,SrvLAW_PreWorkCommute4_v1r0,55,Num,2,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,PREWORKT6
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation did you use to get from [insert address from PREWORK1 – PREWORK3/this address] back home? Select all that apply. ,,"Other: Please describe, text box commute from past work","Other: Please describe, text box commute from past work",SrvLAW_PreWorkOthCommute4_v1r0,PREWORKT6_OTH,Char,300,,,,,No,No,,,,,,3/10/22,,PREWORKT6
