conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,,Variable Type,Variable Length,conceptId,Format/Value,,,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,,,Biohazard Bag (mouthwash) scan,Biohazard Bag (mouthwash) ID,BioCol_0009_v1r0,,Char,14,,Example: CXA000001 0001,,,Yes if marked as Collected,No,,,"Biospecimen Research, Biospecimen Shipping",No,No,,,,,,,,,,,,
,Survey,,Blood/Urine,,,,Blood/urine survey completion,Placeholder- flag for blood/urine survey,SrvBlU_BaseComplete_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Biospecimen Research,No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Blood/Urine,,,,Autogenerated date/time stamp for Start of blood/urine survey,Placeholder - Date/time Status of Start of blood/urine survey,SrvBlU_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBlU_BaseComplete_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,3/26/21,,,,,,,,,,,
,Survey,,Blood/Urine,,,,Autogenerated date/time when blood/urine survey completed,Placeholder- Date/Time blood/urine survey completed,SrvBlU_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBlU_BaseComplete_v1r0 equals 2,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,3/26/21,,,,,,,,,,,
,Survey,,Mouthwash,,,,Mouthwash survey completion,Placeholder- flag for mouthwash survey,SrvMw_BaseComplete_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Biospecimen Research,No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Mouthwash,,,,Autogenerated date/time stamp for Start of mouthwash survey,Placeholder - Date/time Status of Start of mouthwash survey,SrvMw_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvMw_BaseComplete_v1r0equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,3/26/21,,,,,,,,,,,
,Survey,,Mouthwash,,,,Autogenerated date/time when mouthwash survey completed,Placeholder-Date/Time mouthwash survey completed,SrvMw_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvMw_BaseComplete_v1r0 equals 2,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,3/26/21,,,,,,,,,,,
,Biospecimen,,Research- Finalization and shipping,,,,Autogenerated date/time check-out complete,Time check out complete,BioFin_CheckOutTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if BioFin_Complete_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,2/10/22,,,,,,,,,,,
,Biospecimen,,Login,,,,Login Site,Login Site,BioShip_LogSite_v1r0,,Num,2,,0 = HealthPartners,,,Yes,No,The National Cancer Institute is included as a site for testing purposes only.,,Biospecimen Shipping,No,No,3/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Henry Ford Health System,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Kaiser Permanente Colorado,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Kaiser Permanente Georgia,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5 = Kaiser Permanente Northwest,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6 = Marshfield Clinic Health System,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7 = Sanford Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8 = University of Chicago Medicine,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9 = National Cancer Institute,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Login,,,,Login first name,Login first name,BioShip_LogFname_v1r0,,Char,50,,N/A,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Login,,,,Login Last name,Login last name,BioShip_LogLname_v1r0,,Char,50,,N/A,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Specimen Link,,,,"Location ID, site specific","Location ID, site specific",BioShip_LocalID_v1r0,,Num,1,,0=UC-DCAM,,,Yes,No,"Options will differ by site, drop down options will be populated using site login information",,Biospecimen Shipping,No,No,2/3/22,BioSpm_Location_v1r0,,,,,,,,,,
,,,,,,,,,,,,,,1=Marshfield,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=HP Research Clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3=SF Cancer Center LL,,,,,,,,,,,BioSpm_Location_v1r0,,,,,,,,,,
,,,,,,,,,,,,,,4=KPCO RRL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5=KPHI RRL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6=KPNW RRL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7=KPGA RRL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8=Henry Ford Main Campus,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9=Henry Ford West Bloomfield Hospital,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10=Henry Ford Medical Center- Fairlane,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Box ID,Box ID,BioPack_BoxID_v1r0,,Char,15,,Example: 264895621569856SITENAME,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Autogenerated date/time when first bag added to box,Autogenerated date/time when first bag added to box,BioPack_BoxStrtTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if BioPack_BoxID_v1r0 is not null,No,,,Biospecimen Shipping,No,No,3/26/21,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Scanned by First Name,Scanned by First Name,BioPack_ScanFname_v1r0,,Char,50,,,,,Yes,No,Populated by login at time of scan,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Scanned by Last Name,Scanned by Last Name,BioPack_ScanLname_v1r0,,Char,50,,,,,Yes,No,Populated by login at time of scan,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Tube not in bag,Tube not in bag,BioPack_TubeNotBag_v1r0,,Num,1,,0=No,,,Yes,No,Default no,,Biospecimen Shipping,No,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Orphan tube- report missing,Orphan tube- report missing,BioPack_OMissing_v1r0,,Num,1,,0=No,,,Yes,No,Default no,,Biospecimen Shipping,No,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Orphan tube - shipped flag,Orphan tube - shipped flag,BioPack_OShipFlag_v1r0,,Num,1,,0=No,,,Yes,No,Default no,,Biospecimen Shipping,No,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Autogenerated date/time when box last modified (bag added or removed),Autogenerated date/time when box last modified (bag added or removed),BioPack_ModifiedTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes,No,,,Biospecimen Shipping,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Temp Probe,,,,Temperature probe in box?,Temperature probe in box?,BioPack_TempProbe_v1r0,,Num,1,,0=No,,,Yes,No,Default no,,Biospecimen Shipping,No,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Shipment courier,Shipment courier,BioPack_Courier_v1r0,,Num,,,0=FedEx,,,Yes,No,Autofill FedEx for all sites but KPHI,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1= World Courier,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Box tracking number scan (one for each box),Box tracking number scan (one for each box),BioPack_TrackScan1_v1r0,,Char,,,,,,For mannually entered or scanned,No,Need to get formats for FedEx and World Courier tracking numbers.,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Pack box,,,,Box tracking number manually typed (one for each box),Box tracking number manually typed (one for each box),BioPack_TrackEnter1_v1r0,,Num,1,,0 = No,,,Yes if manually entered,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Prepare ship,,,,Shipper first name signature,Shipper first name signature,BioShip_SignFname_v1r0,,Char,50,,N/A,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Prepare ship,,,,Shipper Last name signature,Shipper Last name signature,BioShip_SignLname_v1r0,,Char,50,,N/A,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Biospecimen,,Shipping - Prepare ship,,,,Submit shipment flag,Submit shipment flag,BioShip_ShipSubmit_v1r0,,Num,1,,0=No,,,Yes,No,,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Shipping - Prepare ship,,,,Autogenerated date/time stamp for submit shipment time,Autogenerated date/time stamp for submit shipment time,BioShip_ShipTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if BioShip_ShipSubmit_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Shipping,No,No,3/26/21,,,,,,,,,,,
,Biospecimen,,Shipping - Feedback,,,,Outgoing shipments comments,Outgoing shipments comments,BioFB_ShipNote_v1r0,,Char,800,,N/A,,,No,No,Placeholders for possible comment fields to be added to the packing/shipping workflow.,,Biospecimen Shipping,No,No,,,,,,,,,,,,
,Survey,,Social Security,,,,Social Security Number,Social Security Number,SrvSS_SSN_v1r0,,Num,9,,N/A,,,No,Yes,"Type and length are based on a numbers only format, no dashes. Will add additional SSN variables for study managers to add in",,"Study Manager Data Dictionary, BIospecimen Research",No,No,4/23/21,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated flag indicating whether full Social Security Number was given (i.e.  Whether SrvSS_SSN_v1r0 was populated),Full Social Security Number Given,SrvSS_SSN_Given_v1r0,,Num,1,,0 = No,,,Yes if SrvSS_SSN_v1r0 is not null,No,,,"Study Manager Data Dictionary, BIospecimen Research",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated date/time when Social Security Number submitted,Placeholder - Date/Time Full Social Security number submitted,SrvSS_SSNTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSN_Given_v1r0 equals 1,No,,,"Study Manager Data Dictionary, BIospecimen Research",No,No,4/23/21,,,,,,,,,,,
,Survey,,Social Security,,,,Last 4 digits of Social Security Number,SSN last 4 digits,SrvSS_SSN4d_v1r0,,Num,4,,N/A,,,No,Yes,Question shown only if full SSN is NOT given.,,"Study Manager Data Dictionary, BIospecimen Research",No,No,4/23/21,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated flag indicating whether partial Social Security Number was given (i.e.  Whether SrvSS_SSN4d_v1r0 was populated),Partial Social Security Number Given,SrvSS_SSN4d_Given_v1r0,,Num,1,,0 = No,,,Yes if SrvSS_SSN4d_v1r0 is not null,No,,,"Study Manager Data Dictionary, BIospecimen Research",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated date/time when partial Social Security Number submitted,Date/Time Partial Social Security number submitted,SrvSS_SSN4dTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSN4d_Given_v1r0 equals 1,No,,,"Study Manager Data Dictionary, BIospecimen Research",No,No,4/23/21,,,,,,,,,,,
,Survey,,Social Security,,,,Derived variable for the time from sign-in to completion of SSN as SrvSS_SSNTime_v1r0 -RcrtSI_SignTime_v1r0 or SrvSS_SSN4dTime_v1r0 - RcrtSI_SignTime_v1r0 if partial SSN given.,Time from account to social security,SrvSS_Acct_SSN_v1r0,,Minutes,18,,N/A,,,Yes,No,"Can be further derived to other time units (e.g. hours + fractions of hours) or as multiple time variables (e.g. hours, minutes, and seconds)",,Recruitment Data Dictionary,No,No,,,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Baseline Survey Status - Module Background and Overall Health,Flag for Baseline Module Background and Overall Health,SrvBOH_BaseStatus_v1r0,,Num,1,,0=Not Started,,,Yes,No,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created.",,"Biospecimen Research, Study Manager Data Dictionary",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Autogenerated date/time stamp for Completion of Module Background and Overall Health.,Date/time Status of Completion of Background and Overall Health,SrvBOH_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBOH_BaseStatus_v1r0 equals 2,No,"ISO to be converted to SAS format, populated when SrvBOH_BaseStatus_v1r0 is 2",,"Study Manager Data Dictionary, Biospecimen Research",No,No,6/10/21,,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Autogenerated date/time stamp for Start of Module Background and Overall Health,Date/time Status of Start of Background and Overall Health,SrvBOH_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBOH_BaseStatus_v1r0 equals 1,No,"ISO to be converted to SAS format, populated when SrvBOH_BaseStatus_v1r0 is 1",,Study Manager Data Dictionary,No,No,6/10/21,,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Date Available,Date Available,SrvBOH_DtAvail_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes,No,,"Defined as Date consented for active recruits, Date verified for passive recruits",Master Data Dictionary,No,No,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Baseline Survey Status- Module Medications, Reproductive Health, Exercise, and Sleep","Flag for Baseline Module Medications, Reproductive Health, Exercise and Sleep",SrvMRE_BaseStatus_v1r0,,,,,0=Not Started,,,Yes,No,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created.",,"Biospeciman Research, Study Manager Data Dictionary",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Autogenerated date/time stamp for Completion of Module Medications, Reproductive Health, Exercise, and Sleep","Date/time Status of Completion of Medications, Reproductive Health, Exercise, and Sleep",SrvMRE_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvMRE_BaseStatus_v1r0 equals 2,No,"ISO to be converted to SAS format, populated when SrvMRE_BaseStatus_v1r0 is 2",,"Study Manager Data Dictionary, Biospecimen Research",No,No,6/10/21,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Autogenerated date/time stamp for Start of Module Medications, Reproductive Health, Exercise, and Sleep","Date/time Status of Start of Medications, Reproductive Health, Exercise, and Sleep",SrvMRE_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvMRE_BaseStatus_v1r0 equals 1,No,"ISO to be converted to SAS format, populated when SrvMRE_BaseStatus_v1r0 is 1",,Study Manager Data Dictionary,No,No,6/10/21,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Baseline Survey Status- Module Smoking, Alcohol, and Sun Exposure","Flag for Baseline Module Smoking, Alcohol, and Sun Exposure",SrvSAS_BaseStatus_v1r0,,,,,0=Not Started,,,Yes,No,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created.",,"Biospecimen Research, Study Manager Data Dictionary",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Autogenerated date/time stamp for Completion of Module Smoking, Alcohol, and Sun Exposure","Date/time of Completion of Smoking, Alcohol, and Sun Exposure",SrvSAS_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSAS_BaseStatus_v1r0 equals 2,No,"ISO to be converted to SAS format, populated when SrvSAS_BaseStatus_v1r0 is 2",,"Study Manager Data Dictionary, Biospecimen Research",No,No,6/10/21,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Autogenerated date/time stamp for Start of Module Smoking, Alcohol, and Sun Exposure","Date/time Status of Start of Smoking, Alcohol, and Sun Exposure",SrvSAS_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSAS_BaseStatus_v1r0 equals 1,No,"ISO to be converted to SAS format, populated when SrvSAS_BaseStatus_v1r0 is 1",,Study Manager Data Dictionary,No,No,6/10/21,,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Baseline Survey Status- Module Where You Live and Work,Flag for Baseline Module Where You Live and Work,SrvLAW_BaseStatus_v1r0,,Num,1,,0=Not Started,,,Yes,No,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created.",,"Biospecimen Research, Study Manager Data Dictionary",No,Yes,6/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Autogenerated date/time stamp for Completion of Module Where You Live and Work,Date/time of Completion of Where You Live and Work,SrvLAW_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvLAW_BaseStatus_v1r0 equals 2,No,"ISO to be converted to SAS format, populated when SrvLAW_BaseStatus_v1r0 is 2",,"Study Manager Data Dictionary, Biospecimen Research",No,No,6/10/21,,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Autogenerated date/time stamp for Start of Module Where You Live and Work,Date/time Status of Start of Where You Live and Work,SrvLAW_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvLAW_BaseStatus_v1r0 equals 1,No,"ISO to be converted to SAS format, populated when SrvLAW_BaseStatus_v1r0 is 1",,Study Manager Data Dictionary,No,No,6/10/21,,,,,,,,,,,
,Survey,,Messaging,,,,Any baseline survey modules not yet submitted,Baseline survey not complete,SrvMsg_AnyLeft_v1r0,,Num,1,,0 = No,,,Yes,No,Use for Survey reminder messaging,If SrvMRE_BaseStatus_v1r0 ne 2 or SrvSAS_BaseStatus_v1r0 ne 2 or SrvLAW_BaseStatus_v1r0 ne 2 then SrvMsg_AnyLeft_v1r0 equals 1 else SrvMsg_AnyLeft_v1r0 equals 0,Master Data Dictionary,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Metrics,,,,All baseline surveys completed,All baseline surveys completed,SMMet_BaseSrvCompl_v1r0,,Num,1,,0 = No,,,Yes,No,,SmMet_BaseSrvCompl_v1r0 equals 1 if SrvBOH_BaseStatus_v1r0 equals 2 AND SrvMRE_BaseStatus_v1r0 equals 2 AND SrvSAS_BaseStatus_v1r0 equals 2 AND SrvLAW_BaseStatus_v1r0 equals 2,Master Data Dictionary,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Research- Finalization and shipping,,,,"Baseline blood sample collected - derived from BioSpm_Setting_v1r0,  BioSpm_Visit_v1r0 and BioCol_TubeCollected_v1r0",Baseline blood sample collected,BioFin_BaseBloodCol_v1r0,,Num,1,,0=No,,,Yes,No,Applies to both Clinical and Research samples although the information re: clinical samples will come from Epic with up to a 48 hour delay,If BioSpm_Setting_v1r0 is 0 or 1 and BioCol_TubeCollected_v1r0 for any tube is 1 except tubes BioCol_0006_v1r0 and BioCol_0007v1r0 and BioSpm_Visit_v1r0 is 0 then BioFin_BaseBloodCol_v1r0 is 1,"Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Metrics,,,,All baseline samples collected,All baseline samples collected,SMMet_BLSamplesColl_v1r0,,Num,1,,0 = No,,,Yes,No,,SMMet_BLSamplesColl_v1r0 equals 1 if BioFin_BaseBloodCol_v1r0 equals 1 AND BioFin_BaseUrineCol_v1r0 equals 1 AND BioFin_BaseMouthCol_v1r0 equals 1,Master Data Dictionary,No,No,,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Payment,,,,Payment Round,Payment Round,SMPaym_Round_v1r0,,Num,1,,0 = Baseline,,,Yes,No,"Paymentt attributes are nested under the responses for this variable and are defaulted to ""No"" when we receive the studyId for active recruits or when a passive recruit signs in.",,Study Manager Data Dictionary,No,Yes,1/18/22,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Follow-up 1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Follow-up 2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Follow-up 3,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Payment,,,,Eligible for Payment,Eligible for Payment,SMPaym_PaymElig_v1r0,,Num,1,,0=No,,,Yes,No,If  [BioSpm_Setting_v1r0 is 1 (clinical) and SrvBOH_BaseStatus_v1r0 is 2 and SrvMRE_BaseStatus_v1r0 is 2 and SrvSAS_BaseStatus_v1r0 is 2 and SrvLAW_BaseStatus_v1r0 is 2] and BioFin_BaseBloodCol_v1r0 is 1 OR [BioSpm_Setting_v1r0 is 0 (research) and SrvBOH_BaseStatus_v1r0 is 2 and SrvMRE_BaseStatus_v1r0 is 2 and SrvSAS_BaseStatus_v1r0 is 2 and SrvLAW_BaseStatus_v1r0 is 2] and BioFin_BaseBloodCol_v1r0 is 1 OR BioFin_BaseBloodCol_v1r0 is 0 and BioCol_NotCol_v1r0 ne 1  then SMPaym_PaymElig_v1r0 is 1 else SMPaym_PaymElig_v1r0 is 0,"Derivation is specific for baseline, follow-up derivations will be developed later. In lay language: eligible for baseline payment if all four baseline modules are submitted and a baseline clinical blood sample (any blood tube) is collected OR if all four baseline surveys are submitted and the participant has checked in for a research baseline visit. Else not eligible. Variable is set as a default and is nested under SMPaym_Round_v1r0",Study Manager Data Dictionary,No,Yes,1/18/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Payment,,,,Autogenerated date/time stamp when payment eligible for a given round,Time Payment Eligible for Round,SMPaym_TmPaymElig_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SMPaym_PaymElig_v1r0 equals 1,No,Date/time would be the date/time stamp of the last of the activities that make them eligible for payment.,Repeated measures variable associated with Round.,Study Manager Data Dictionary,No,No,3/26/21,,,,,,,,,,,
,Study Manager,,Payment,,,,NORC Payment Eligibility,NORC Payment Eligibility,SMPaym_NORCPaymElig_v1r0,,Num,1,,0=No,,,Yes,No,"If SMPaym_PaymElig_v1r0 is 1, SMPaym_Round_v1r0 equals 0 and RcrtES_Site_v1r0 is 8 then SMPaym_NORCPaymElig_v1r0 is 0; if SMPaym_PaymElig_v1r0 is 1 and SMPaym_Round_v1r0 equals 0  and RcrtES_Site_v1r0 ne 8 then SMPaym_NORCPaymElig_v1r0 is 1",This variable is needed to exclude UChicago participants from NORC's payment list. Additional derivations will be developed for follow-up Rounds. Uses same time stamp as SMPaym_PaymElig_v1r0. Variable is set as a default and is nested under SMPaym_Round_v1r0,Study Manager Data Dictionary,No,Yes,1/18/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Payment,,,,NORC issued payment to participant,Payment issued,HDPaym_PaymIssued_v1r0,,Num,1,,0=No,,,Yes,No,"Payment issued for all sites other than UoC, Variable is set as a default and is nested under SMPaym_Round_v1r0",,"Study Manager Data Dictionary, Biospecimen Research",No,Yes,1/18/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Payment,,,,Autogenerated date/time when payment given to participant,Date/Time payment given to participant,HDPaym_TmPaym_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if HDPaym_PaymIssued_v1r0 equals 1,No,This will be a repeated measures variable associated with Round and set any time HDPaym_PaymIssued_v1r0 is updated,,"Study Manager Data Dictionary, Biospecimen Research",No,No,3/26/21,,,,,,,,,,,
,Help Desk,,Payment,,,,Payment Refused,Payment refused,HDPaym_PaymRefused_v1r0,,Num,1,,0=No,,,Yes,No,The payment refusal will come from NORC returning info to DCEG. Variable is set as a default and is nested under SMPaym_Round_v1r0,,"Study Manager Data Dictionary, Biospecimen Research",No,Yes,1/18/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Payment,,,,Autogenerated date/time when payment refused,Date/Time payment refused,HDPaym_TmRefused_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if HDPaym_PaymRefused_v1r0 equals 1,No,This will be a repeated measures variable associated with Round and sent any time HDPaym_PaymRefused_v1r0  is updated,,"Study Manager Data Dictionary, Biospecimen Research",No,No,3/26/21,,,,,,,,,,,
,Help Desk,,Payment,,,,Payment Chosen,Payment Chosen,HDPaym_PaymChosen_v1r0,,Char,40,,"example: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Starbucks eGift""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,Yes,No,"Type of payment chosen/what kind. Repeated measures variable associated with Round. Left as empty string field for now, payment chosen will be sent by NORC. Value will pull from Tango Card Catalog. Payment options change dynamically based on Tango catalog",,Study Manager Data Dictionary,No,No,,,,,,,,,,,,
,Help Desk,,Payment,,,,Case Number,Case Number,HDPaym_CaseNumber_v1r0,,Num,9,,,,,Yes,No,Case number associated with each participant for each Round will be send by NORC (e.g. repeated measure associated with Round),,Study Manager Data Dictionary,No,No,,,,,,,,,,,,
