Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
5795,5795,129084651,Survey,716117817,Where You Live and Work,596318751,What is the name and the street address of the workplace that you commute to most often?,,CURWORK1,,,404141282,"Employer Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_CurWorkApt_v1r0,CURWORKAPT,Char,70,,,,No,Yes,,,,,,,,,
5796,5796,129084651,Survey,716117817,Where You Live and Work,596318751,What is the name and the street address of the workplace that you commute to most often?,,CURWORK1,,,959804472,Employer City,,City,SrvLAW_CurWorkCity_v1r0,CURWORKCITY,Char,45,,,,No,Yes,,,,,,,,,
5797,5797,129084651,Survey,716117817,Where You Live and Work,596318751,What is the name and the street address of the workplace that you commute to most often?,,CURWORK1,,,774707280,Employer State/Province,,State/Province,SrvLAW_CurWorkState_v1r0,CURWORKST,Char,48,,,,No,Yes,,,,,,,,,
5798,5798,129084651,Survey,716117817,Where You Live and Work,596318751,What is the name and the street address of the workplace that you commute to most often?,,CURWORK1,,,182144476,Employer Zip code,,Zip code,SrvLAW_CurWorkZip_v1r0,CURWORKZIP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5799,5799,129084651,Survey,716117817,Where You Live and Work,596318751,What is the name and the street address of the workplace that you commute to most often?,,CURWORK1,,,294634899,Employer Country,,Country,SrvLAW_CurWorkCountry_v1r0,CURWORKCOUNTRY,Char,300,,,,No,Yes,,,,,,,,,
5800,5800,129084651,Survey,716117817,Where You Live and Work,263588196,Current work- Please provide the following information:,,CURWORK2,,,583500714,Employer City - Follow-Up,,City,SrvLAW_CityFU_v1r0,CURWORKCITY_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/23/22,,,
5801,5801,129084651,Survey,716117817,Where You Live and Work,263588196,Current work- Please provide the following information:,,CURWORK2,,,742105146,Employer State/Province - Follow-Up,,State/Province,SrvLAW_StateFU_v1r0,CURWORKST_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/23/22,,,
5802,5802,129084651,Survey,716117817,Where You Live and Work,263588196,Current work- Please provide the following information:,,CURWORK2,,,101341673,Employer Zip code - Follow-Up,,Zip code,SrvLAW_ZipFU_v1r0,CURWORKZIP_FOLLOWUP,Char,8,,,,,,,,,,,7/25/22,,,
5803,5803,129084651,Survey,716117817,Where You Live and Work,263588196,Current work- Please provide the following information:,,CURWORK2,,,237204853,Employer Country - Follow-Up,,Country,SrvLAW_CountryFU_v1r0,CURWORKCOUNTRY_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/23/22,,,
5804,5804,129084651,Survey,716117817,Where You Live and Work,263588196,Current work- Please provide the following information:,,CURWORK2,,,263588196,Current work- Please provide the following information:,,Do Not Know Employer,SrvLAW_EmplDontKnow_v1r0,CURWORK2,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5805,5805,129084651,Survey,716117817,Where You Live and Work,845811202,Current work- Please provide the cross streets of the intersection closest to this address:,,CURWORK3,,,510435329,Employer Full Street name #1,,Full Street name #1,SrvLAW_WorkStrName1_v1r0,FULLST1_CURWORKST,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5806,5806,129084651,Survey,716117817,Where You Live and Work,845811202,Current work- Please provide the cross streets of the intersection closest to this address:,,CURWORK3,,,520264332,Employer Full Street name #2,,Full Street name #2,SrvLAW_WorkStrtName1_v1r0,FULLST2_CURWORKST,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5807,5807,129084651,Survey,716117817,Where You Live and Work,845811202,Current work- Please provide the cross streets of the intersection closest to this address:,,CURWORK3,,,845811202,Current work- Please provide the cross streets of the intersection closest to this address:,,Employer Cross Do Not Know,SrvLAW_EmplCrDontKnow_v1r0,CURWORK3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5808,5808,129084651,Survey,716117817,Where You Live and Work,380579855,In what month and year did you start commuting to [insert address from CURWORK1 - CURWORK3/this address]?,,CURWORKYR1,,,824151724,Month Started Current Work,,Month,SrvLAW_CurWorkYr1_Mo_v1r0,CURWORKYR1_Month,Num,2,,,,No,No,,,,,,,,,
5809,5809,129084651,Survey,716117817,Where You Live and Work,380579855,In what month and year did you start commuting to [insert address from CURWORK1 - CURWORK3/this address]?,,CURWORKYR1,,,596301593,Year Started Current Work,,Year,SrvLAW_CurWorkYr1_Yr_v1r0,CURWORKYR1_Year,Year,4,,,,No,No,,,,,,2/3/22,,,
5810,5810,129084651,Survey,716117817,Where You Live and Work,,,,,,,138397553,During how many of the past 12 months did you commute to [insert address from CURWORK1 - CURWORK3/this address]?,,Months commute to address,SrvLAW_CurWorkMos_v1r0,CURWORKMOS,Num,2,,,,No,No,,,,,,,,,
5811,5811,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,158795242,"Car, van, or truck (includes carpools or van pools) commute to work",,"Car, van, or truck (includes carpools or van pools) commute to current work",SrvLAW_CurWorkCar_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5812,5812,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5813,5813,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,443596662,"Taxicab (includes Uber, Lyft, or hired car) commute to work",,"Taxicab (includes Uber, Lyft, or hired car) commute to current work",SrvLAW_CurWorkHire_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5814,5814,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5815,5815,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,892894242,Motorcycle commute to work,,Motorcycle commute to current work,SrvLAW_CurWorkMoto_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5816,5816,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5817,5817,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,177539753,"Bus or streetcar/trolley, light rail/trolley, light rail commute to work",,"Bus or streetcar/trolley, light rail/trolley, light rail commute to current work",SrvLAW_CurWorkBus_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5818,5818,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5819,5819,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,107659596,"Commuter rail, subway, metro commute to work",,"Commuter rail, subway, metro commute to current work",SrvLAW_CurWorkRail_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5820,5820,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5821,5821,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,575883949,Bicycle commute to work,,Bicycle commute to current work,SrvLAW_CurWorkBike_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5822,5822,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5823,5823,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,248168118,Walking commute to work,,Walking commute to current work,SrvLAW_CurWorkWalk_v1r0,6,Num,1,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5824,5824,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5825,5825,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,509121242,Other: Please describe commute to work,,Other: Please describe commute to current work,SrvLAW_CurWorkCommute_v1r0,55,Num,2,104430631,0 = No,,No,No,,,,,,1/19/22,,,
5826,5826,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5827,5827,129084651,Survey,716117817,Where You Live and Work,635467479,What type(s) of transportation do you use to get to [insert address from CURWORK1 - CURWORK3/this address] from home? Select all that apply.,,CURWORKT1,,,902077989,"Other: Please describe, text box commute to work",,"Other: Please describe, text box commute to current work",SrvLAW_CurWorkOthComm_v1r0,CURWORKT1_OTH,Char,300,,,,No,No,,,,,,1/19/22,,,
5828,5828,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,593010802,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Car, van, or truck (includes carpools or van pools) commute to current work",SrvLAW_CurWorkTmCar_v1r0,CURWORKT2A,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5829,5829,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5830,5830,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5831,5831,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5832,5832,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5833,5833,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,453004768,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute to current work",SrvLAW_CurWorkTmHire_v1r0,CURWORKT2B,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5834,5834,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5835,5835,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5836,5836,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5837,5837,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5838,5838,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,511991969,"Motorcycle- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Motorcycle commute to current work",SrvLAW_CurWorkTmMoto_v1r0,CURWORKT2C,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5839,5839,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5840,5840,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5841,5841,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5842,5842,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5843,5843,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,546570171,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Bus or streetcar/trolley, light rail/trolley commute to current work",SrvLAW_CurWorkTmBus_v1r0,CURWORKT2D,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5844,5844,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5845,5845,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5846,5846,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5847,5847,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5848,5848,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,242761203,"Commuter rail, subway, metro- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Commuter rail, subway, metro commute to current work",SrvLAW_CurWorkTmRail_v1r0,CURWORKT2E,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5849,5849,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5850,5850,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5851,5851,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5852,5852,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5853,5853,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,587434250,"Bicycle- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Bicycle commute to current work",SrvLAW_CurWorkTmBike_v1r0,CURWORKT2F,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5854,5854,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5855,5855,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5856,5856,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5857,5857,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5858,5858,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,569993305,"Walking- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Walking commute to current work",SrvLAW_CurWorkT2G_v1r0,CURWORKT2G,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5859,5859,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5860,5860,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5861,5861,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5862,5862,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5863,5863,129084651,Survey,716117817,Where You Live and Work,440093675,"Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT2,,,662584384,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, [OTHER FROM CURWORKT1]",SrvLAW_CurWorkT2H_v1r0,CURWORKT2H,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5864,5864,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5865,5865,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5866,5866,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5867,5867,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5868,5868,129084651,Survey,716117817,Where You Live and Work,,,,,,,155199731,"Does your usual one-way trip to [insert address from CURWORK1 - CURWORK3/this address] from your home involve travel on a highway, parkway, freeway, or toll road? An example is pictured.",,"Highway, current work commute to current work",SrvLAW_CurWorkT3_v1r0,CURWORKT3,Num,1,614087017,"0 = Yes, for 15 minutes or more",,No,No,,,,,,3/10/22,,,
5869,5869,,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,,
5870,5870,,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,,
5871,5871,129084651,Survey,716117817,Where You Live and Work,,,,,,,181422361,Does your usual one-way trip to [insert address from CURWORK1 - CURWORK3/this address] from your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,"Major road, current work commute to current work",SrvLAW_CurWorkT4_v1r0,CURWORKT4,Num,1,614087017,"0 = Yes, for 15 minutes or more",,No,No,,,,,,3/10/22,,,
5872,5872,,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,,
5873,5873,,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,,
5874,5874,129084651,Survey,716117817,Where You Live and Work,,,,,,,333362587,Does your usual one-way trip to [insert address from CURWORK1 - CURWORK3/this address] from your home involve travel on a local or neighborhood roadway? These usually have only one lane in each direction. An example is pictured.,,"Local road, current work commute to current work",SrvLAW_CurWorkT5_v1r0,CURWORKT5,Num,1,614087017,"0  = Yes, for 15 minutes or more",,No,No,,,,,,1/20/22,,,
5875,5875,,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,,
5876,5876,,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,,
5877,5877,129084651,Survey,716117817,Where You Live and Work,,,,,,,839454121,How many days per week do you usually make the trip from your home to [insert address from CURWORK1 - CURWORK3/this address]?,,"Days commute, commute to current work",SrvLAW_CurWorkT6_v1r0,CURWORKT6,Num,2,559049897,0 = 1 day per week,,No,No,,,,,,3/10/22,,,
5878,5878,,,,,,,,,,,,,,,,,,,500554958,1 = 2 days per week,,,,,,,,,,,,
5879,5879,,,,,,,,,,,,,,,,,,,897038099,2 = 3 days per week,,,,,,,,,,,,
5880,5880,,,,,,,,,,,,,,,,,,,103409401,3 = 4 days per week,,,,,,,,,,,,
5881,5881,,,,,,,,,,,,,,,,,,,334390252,4 = 5 days per week,,,,,,,,,,,,
5882,5882,,,,,,,,,,,,,,,,,,,300863887,5 = 6 days per week,,,,,,,,,,,,
5883,5883,,,,,,,,,,,,,,,,,,,252853790,6 = 7 days per week,,,,,,,,,,,,
5884,5884,129084651,Survey,716117817,Where You Live and Work,,,,,,,684542266,"To get home from [insert address from CURWORK1 - CURWORK3/this address], do you usually use the same type(s) of transportation that you do to get to work from your home?",,Commute to and from current work same,SrvLAW_CurWorkT7_v1r0,CURWORKT7,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5885,5885,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5886,5886,129084651,Survey,716117817,Where You Live and Work,,,,,,,203943120,Does the trip home usually take about the same amount of time as the trip to get to [insert address from CURWORK1 - CURWORK3/this address]?,,Time to and from current work same,SrvLAW_CurWorkT8_v1r0,CURWORKT8,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5887,5887,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5888,5888,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,581991828,"Car, van, or truck (includes carpools or van pools) commute from current work",,"Car, van, or truck (includes carpools or van pools) commute from current work",SrvLAW_CurWorkCar2_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5889,5889,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5890,5890,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,846844103,"Taxicab (includes Uber, Lyft, or hired car) commute from current work",,"Taxicab (includes Uber, Lyft, or hired car) commute from current work",SrvLAW_CurWorkTaxi2_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5891,5891,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5892,5892,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,660927579,Motorcycle commute from current work,,Motorcycle commute from current work,SrvLAW_CurWorkMotorcycle2_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5893,5893,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5894,5894,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,940452831,"Bus or streetcar/trolley, light rail/trolley, light rail commute from current work",,"Bus or streetcar/trolley, light rail/trolley, light rail commute from current work",SrvLAW_CurWorkBus2_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5895,5895,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5896,5896,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,669359763,"Commuter rail, subway, metro commute from current work",,"Commuter rail, subway, metro commute from current work",SrvLAW_CurWorkMetro2_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5897,5897,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5898,5898,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,950972496,Bicycle commute from current work,,Bicycle commute from current work,SrvLAW_CurWorkBike2_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5899,5899,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5900,5900,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,137216656,Walking commute from current work,,Walking commute from current work,SrvLAW_CurWorkWalk2_v1r0,6,Num,1,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5901,5901,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5902,5902,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,244488084,Other: Please describe commute from current work,,Other: Please describe commute from current work,SrvLAW_CurWorkCommute2_v1r0,55,Num,2,104430631,0 = No,,No,No,,,,,,3/23/22,,,
5903,5903,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5904,5904,129084651,Survey,716117817,Where You Live and Work,404697804,What type(s) of transportation do you use to get from [insert address from CURWORK1 - CURWORK3/this address] back home? Select all that apply.,,CURWORKT9,,,631088397,"Other: Please describe, text box commute from current work",,"Other: Please describe, text box commute from current work",SrvLAW_CurWorkOthCommute2_v1r0,CURWORKT9_OTH,Char,300,,,,No,No,,,,,,3/23/22,,,
5905,5905,129084651,Survey,716117817,Where You Live and Work,786253125,"Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT10,,,659799855,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Car, van, or truck (includes carpools or van pools) commute to current work",SrvLAW_CurWorkT10A_v1r0,CURWORKT10A,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5906,5906,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5907,5907,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5908,5908,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5909,5909,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5910,5910,129084651,Survey,716117817,Where You Live and Work,786253125,"Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT10,,,552410034,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute from current work",SrvLAW_CurWorkT10B_v1r0,CURWORKT10B,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5911,5911,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5912,5912,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5913,5913,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
5914,5914,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
5915,5915,129084651,Survey,716117817,Where You Live and Work,786253125,"Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,GRID_CURWORKT10,,,772382520,"Motorcycle- Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,"Time, Motorcycle commute from current work",SrvLAW_CurWorkT10C_v1r0,CURWORKT10C,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,,
5916,5916,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
5917,5917,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
5918,5918,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
