conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Format/Value,conceptId,Old Quest Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,Quest_Src Question,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",745223146,"During the time(s) that you were taking Insulin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,Insulin days per week,SrvMRE_InsulinWk_v1r0,INSULIN2_1WK,Num,2,,N/A,,N/A,No,No,INSULIN= 1,,,,,10/8/21,,INSULIN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",745223146,"During the time(s) that you were taking Insulin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,Insulin days per month,SrvMRE_InsulinMo_v1r0,INSULIN2_1MO,Num,2,,N/A,,N/A,No,No,INSULIN= 1,,,,,10/8/21,,INSULIN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",273218182,"On the days that you took insulin, about how many units did you take per day, on most days?",,# Pills per day,Insulin units,SrvMRE_InsulinUnits_v1r0,INSULIN3_1A,Num,3,,,,N/A,No,No,INSULIN= 1,,,,,10/25/21,,INSULIN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",273218182,"On the days that you took insulin, about how many units did you take per day, on most days?",,"On the days that you took insulin, about how many units did you take per day, on most days?","Insulin units, don't know",SrvMRE_InsulinUnitsDK_v1r0,INSULIN3_1,Num,3,,77 = Unavailable/Unknown,,Don't know,N/A,No,INSULIN= 1,,,,,10/5/21,,INSULIN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",850202336,"On the days that you took insulin, what concentration did you take?",,"On the days that you took insulin, what concentration did you take?",Insulin concentration,SrvMRE_InsulinConc_v1r0,INSULIN4_1A,Num,2,,0= 100 unit per ml,,1= 000 unit per ml,No,No,INSULIN= 1,,,,,10/5/21,,INSULIN4_1A,
,,,,,,,,,,,,,,1= 500 unit per ml,,2= 400 unit per ml,,,,,,,,,,,
,,,,,,,,,,,,,,77= Unavailable/Unknown,,3= Don't know,,,,,,,,,,,
,,,,,,,,,,,,,,55 =  Other |__|,,4= Other: Please describe,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",850202336,"On the days that you took insulin, what concentration did you take?",,"On the days that you took insulin, what concentration did you take: [text box]",Insulin concentration - Descriptive,SrvMRE_InsulinConcDesc_v1r0,INSULIN4_1,Char,300,,,,No,No,,,,,,,10/8/21,,INSULIN4_1A,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take Insulin?,# Years took Insulin,SrvMRE_InsulinYr_v1r0,INSULIN5_1,Num,2,,,,N/A,No,No,INSULIN= 1,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took Insulin?,Last took Insulin,SrvMRE_InsulinTime_v1r0,INSULIN6_1,Num,2,,0 = In the past month,,1 = In the past month,No,No,INSULIN= 1,,,,,,,,
,,,,,,,,,,,,,,"1 =More than a month ago, but in the past year",,"2 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take Insulin?,Insulin years last took,SrvMRE_InsulinYA_v1r0,INSULIN7_1,Num,2,,,,N/A,No,No,INSULIN= 1,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",643361372,Acid Suppressive Drugs- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,prescription proton pump inhibitors,prescription proton pump inhibitors,SrvMRE_ProtonPumpPres_v1r0,0,Num,2,,0 = No,,2=No,No,No,,,,,,,,ACIDSUP,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",643361372,Acid Suppressive Drugs- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,over-the-counter proton pump inhibitors,over-the-counter proton pump inhibitors,SrvMRE_ProtonPumpOC_v1r0,1,Num,2,,0 = No,,2=No,No,No,,,,,,,,ACIDSUP,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",643361372,Acid Suppressive Drugs- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,over-the-counter H2 receptor blockers,over-the-counter H2 receptor blockers,SrvMRE_H2RecBlockerOC_v1r0,2,Num,2,,0 = No,,2=No,No,No,,,,,,,,ACIDSUP,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",643361372,Acid Suppressive Drugs- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,None of the above,None of the above,SrvMRE_NoAcidSuppDrugs_v1r0,88,Num,2,,0 = No,,2=No,No,No,,,,,,,,ACIDSUP,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",172234651,"During the time(s) that you were taking prescription proton pump inhibitors, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,prescription proton pump inhibitors days per week,SrvMRE_ProtPumpPresWk_v1r0,ACIDSUP2_1WK,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 0,,,,,10/8/21,,ACIDSUP2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",172234651,"During the time(s) that you were taking prescription proton pump inhibitors, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,prescription proton pump inhibitors days per month,SrvMRE_ProtPumpPresMo_v1r0,ACIDSUP2_1MO,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 0,,,,,10/8/21,,ACIDSUP2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",416865817,"During the time(s) that you were taking over-the-counter proton pump inhibitors, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,over-the-counter proton pump inhibitors days per week,SrvMRE_ProtPumpOCWk_v1r0,ACIDSUP2_2WK,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/8/21,,ACIDSUP2_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",416865817,"During the time(s) that you were taking over-the-counter proton pump inhibitors, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,over-the-counter proton pump inhibitors days per month,SrvMRE_ProtPumpOCMo_v1r0,ACIDSUP2_2MO,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/8/21,,ACIDSUP2_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",266752903,"During the time(s) that you were taking over-the-counter H2 receptor blockers days per week, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,over-the-counter H2 receptor blockers days per week,SrvMRE_H2RecBlockOCWk_v1r0,ACIDSUP2_3WK,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/8/21,,ACIDSUP2_3,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",266752903,"During the time(s) that you were taking over-the-counter H2 receptor blockers days per week, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,over-the-counter H2 receptor blockers days per month,SrvMRE_H2RecBlockOCMo_v1r0,ACIDSUP2_3MO,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/8/21,,ACIDSUP2_3,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",753610471,Pills per day prescription proton pump inhibitors,,# Pills per day,Pills per day prescription proton pump inhibitors,SrvMRE_PPPresPill_v1r0,ACIDSUP3_1A,Num,3,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,10/25/21,,ACIDSUP3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",753610471,Pills per day prescription proton pump inhibitors,,Pills per day prescription proton pump inhibitors,"Pills per day prescription proton pump inhibitors, don't know",SrvMRE_PPPresPillDK_v1r0,ACIDSUP3_1,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 0,,,,,10/5/21,,ACIDSUP3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",803968511,Pills per day over-the-counter proton pump inhibitors,,# Pills per day,Pills per day over-the-counter proton pump inhibitors,SrvMRE_PPOCPill_v1r0,ACIDSUP3_2A,Num,3,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/25/21,,ACIDSUP3_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",803968511,Pills per day over-the-counter proton pump inhibitors,,Pills per day over-the-counter proton pump inhibitors,"Pills per day over-the-counter proton pump inhibitors, don't know",SrvMRE_PPOCPillDK_v1r0,ACIDSUP3_2,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 1,,,,,10/5/21,,ACIDSUP3_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",618427836,Pills per day over-the-counter H2 receptor blockers,,# Pills per day,Pills per day over-the-counter H2 receptor blockers,SrvMRE_H2RecBlocOCPill_v1r0,ACIDSUP3_3A,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,10/25/21,,ACIDSUP3_3,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",618427836,Pills per day over-the-counter H2 receptor blockers,,Pills per day over-the-counter H2 receptor blockers,"Pills per day over-the-counter H2 receptor blockers, don't know",SrvMRE_H2RecBlOCPillDK_v1r0,ACIDSUP3_3,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 2,,,,,10/5/21,,ACIDSUP3_3,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take prescription proton pump inhibitors?,# Years took prescription proton pump inhibitors,SrvMRE_ProtPumpPresYr_v1r0,ACIDSUP4_1,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take over-the-counter proton pump inhibitors?,# Years took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCYr_v1r0,ACIDSUP4_2,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take over-the-counter H2 receptor blockers?,# Years took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlockYr_v1r0,ACIDSUP4_3,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took prescription proton pump inhibitors?,Last time took prescription proton pump inhibitors,SrvMRE_ProtPumpPresTm_v1r0,ACIDSUP5_1,Num,2,,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 0,,,,,,,,
,,,,,,,,,,,,,,"1 =More than a month ago, but in the past year",,"2 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took over-the-counter proton pump inhibitors?,Last time took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCTime_v1r0,ACIDSUP5_2,Num,2,,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 1,,,,,,,,
,,,,,,,,,,,,,,"1 =More than a month ago, but in the past year",,"2 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took over-the-counter H2 receptor blockers?,Last time took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlOCTime_v1r0,ACIDSUP5_3,Num,2,,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 2,,,,,,,,
,,,,,,,,,,,,,,"1 =More than a month ago, but in the past year",,"3 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take prescription proton pump inhibitors?,Year ago last took prescription proton pump inhibitors,SrvMRE_ProtPumpPresYA_v1r0,ACIDSUP6_1,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take over-the-counter proton pump inhibitors?,Year ago last took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCYA_v1r0,ACIDSUP6_2,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take over-the-counter H2 receptor blockers?,Year ago last took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlockOCYA_v1r0,ACIDSUP6_3,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Have you ever used hormones or other medications to make your body better reflect your gender (for example, estrogen or testosterone-blockers)?",Ever took hormones to reflect your gender,SrvMRE_FemHormones_v1r0,HORNONCISWOM,Num,2,,0= No,,"1= No, never",No,No,"Diaply if SEX= ""MALE"" OR  ""INTERSEX OR OTHER"" AND GEN= ""FEMALE"", ""TRANSGENDER""FEMALE"", ""GENDERQUEER"", OR ""ADDITIONAL GENDER"")""",,,,,11/15/21,,,
,,,,,,,,,,,,,,"1= Yes, I used hormones or other medications to make my body look more feminine in the past",,"2= Yes, I used hormones or other medications to make my body look more feminine in the past",,,,,,,,,,,
,,,,,,,,,,,,,,"2= Yes, I am currently using hormones or other medications to make my body look more feminine",,"3= Yes, I am currently using hormones or other medications to make my body look more feminine",,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",496539718,Age first menstrual period,,"Age first menstrual period, Number",Age first menstrual period,SrvMRE_FirstPeriodAge_v1r0,MENSHISA,Num,3,,N/A,,N/A,No,No,,,,,,8/23/21,,MENSHIS,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",496539718,Age first menstrual period,,Age first menstrual period,"Age first menstrual period, never had",SrvMRE_FirstPeriAgeNH_v1r0,MENSHIS,Num,2,,44 = Never,,88= Never had a menstrual period,No,No,,,,,,11/15/21,,MENSHIS,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"How long after your first menstrual period did your periods become regular? By regular, we mean that you could predict the start of your next period within a few days.",Long until periods regular,SrvMRE_PeriodRegTime_v1r0,MENSHIS2_1,Num,2,,44 = Never,,1= Never became regular,No,No,,,,,,11/15/21,,,Changed BOH to MRE in secondary source
,,,,,,,,,,,,,,1= Within 1 year,,2= Within 1 year,,,,,,,,,,,
,,,,,,,,,,,,,,2= 1 to 2 years,,3= 1 to 2 years,,,,,,,,,,,
,,,,,,,,,,,,,,3= More than 2 years to 3 years,,4= More than 2 years to 3 years,,,,,,,,,,,
,,,,,,,,,,,,,,4= More than 3 years to 4 years,,5= More than 3 years to 4 years,,,,,,,,,,,
,,,,,,,,,,,,,,5= More than 4 years,,6= More than 4 years,,,,,,,,,,,
,,,,,,,,,,,,,,77= Unavailable/Unknown,,7= Don't know,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Once your menstrual periods became regular, what was the usual length of your menstrual cycle? The length of a menstrual cycle is the number of days from the first day of one menstrual period to the first day of the next menstrual period.",Usual length regular period,SrvMRE_PeriodLength_v1r0,MENSHIS3_1,Num,2,,0= Too irregular to guess or used hormonal medication or device such as an intrauterine device IUD== to control menstrual cycle,,1= Too irregular to guess or used hormonal medication or device such as an intrauterine device IUD== to control menstrual cycle,No,No,,,,,,10/5/21,,,
,,,,,,,,,,,,,,1= Less than 21 days,,2= Less than 21 days,,,,,,,,,,,
,,,,,,,,,,,,,,2= 21 days or more,,3= 21 days or more,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many days long is your usual menstrual cycle?,Days long menstrual cycle specific,SrvMRE_PeriodDays_v1r0,MENSHIS4,Num,2,,,,N/A,No,No,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In just the past 12 months, what was the usual length of your menstrual cycle?",Days long recent menstrual cycle,SrvMRE_PeriodLength12M_v1r0,MENSHIS5,Num,2,,0 = I have not had a menstrual  period in the past 12 months,,1= I have not had a menstrual period in the past 12 months,No,No,,,,,,10/5/21,,,Changed BOH to MRE in secondary source
,,,,,,,,,,,,,,"1 = I have had at least one menstrual period in the past 12 months but the frequency of my period changed (such as it stopped, became irregular, or difficult to predict)",,"2= I have had at least one menstrual period in the past 12 months but the frequency of my period changed (such as it stopped, became irregular, or difficult to predict)",,,,,,,,,,,
,,,,,,,,,,,,,,2 = Too irregular to guess or using hormonal medication or device (such as an intrauterine device (IUD)) to control menstrual cycle,,3= Too irregular to guess or using hormonal medication or device (such as an intrauterine device (IUD)) to control menstrual cycle,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Less than 21 days -> PREG,,4= Less than 21 days -> PREG,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 21 days or more,,5= 11 days or more,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In the past 12 months, about how many days long was your usual menstrual cycle?",Days long recent menstrual cycle specific,SrvMRE_PeriodDays12M_v1r0,MENSHIS6,Num,2,,,,N/A,No,No,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,Why not have menstrual period last 12 months,SrvMRE_NoPeriodReason_v1r0,MENSHIS7,Num,2,,0=My periods stopped naturally due to menopause,,1=My periods stopped naturally due to menopause,No,No,,,,,,10/5/21,,MENSHIS7,
,,,,,,,,,,,,,,"1= My periods stopped because I began taking female hormones during the menopausal transition or menopause (""""""""""""""""the change of life"""""""""""""""")",,"2= My periods stopped because I began taking female hormones during the menopausal transition or menopause (""""""""""""""""the change of life"""""""""""""""")",,,,,,,,,,,
,,,,,,,,,,,,,,2=My periods stopped after surgery that removed my uterus and/or both ovaries,,3=My periods stopped after surgery that removed my uterus and/or both ovaries,,,,,,,,,,,
,,,,,,,,,,,,,,"3=My periods stopped after endometrial ablation (removal of the endometrium """""""""""""""" lining of the uterus)",,"4=My periods stopped after endometrial ablation (removal of the endometrium """""""""""""""" lining of the uterus)",,,,,,,,,,,
,,,,,,,,,,,,,,"4= I am currently using a hormonal medication or device (such as an intrauterine device (IUD)) to prevent pregnancy, manage my menstrual cycle symptoms, and/or manage conditions like endometriosis or polycystic ovarian syndrome (PCOS)",,"5= I am currently using a hormonal medication or device (such as an intrauterine device (IUD)) to prevent pregnancy, manage my menstrual cycle symptoms, and/or manage conditions like endometriosis or polycystic ovarian syndrome (PCOS)",,,,,,,,,,,
,,,,,,,,,,,,,,5=I was pregnant or breastfeeding during the last year,,6=I was pregnant or breastfeeding during the last year,,,,,,,,,,,
,,,,,,,,,,,,,,6= My periods stopped after radiation or chemotherapy,,7= My periods stopped after radiation or chemotherapy,,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__|,,8= My periods stopped for other reasons: Please describe,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,,Please pick the option that best describes why you have not had a menstrual period in the past 12 months: [text box],Why not have menstrual period last 12 months - Descriptive,SrvMRE_NoPeriodReasOth_v1r0,MENSHIS7_TB,Char,300,,,,,No,No,,,,,,10/8/21,,MENSHIS7,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How old were you when you had your last menstrual period?,Age last menstrual period,SrvMRE_AgeLastPeriod_v1r0,MENSHIS8,Num,2,,,,N/A,No,No,,,,,,10/6/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,Bleeding or spotting in between periods,Bleeding or spotting in between periods,SrvMRE_BleedingBtwn_v1r0,0,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,Bleeding or spotting after sex,Bleeding or spotting after sex,SrvMRE_SpottingAftSex_v1r0,1,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,Heavy bleeding during your period,Heavy bleeding during your period,SrvMRE_HeavyBleeding_v1r0,2,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,Irregular periods in which cycle length varies by more than 7-9 days,Irregular periods in which cycle length varies by more than 7-9 days,SrvMRE_IrregPeriod_v1r0,3,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,Bleeding after menopause,Bleeding after menopause,SrvMRE_BleedAftMeno_v1r0,4,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",547633480,In the past 12 months have you experienced any of the following? Check all that apply.,,None of the above,None of the above,SrvMRE_NoneBleeding_v1r0,88,Num,1,,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Are you currently pregnant?,Current pregnant,SrvMRE_CurrPreg_v1r0,PREG1,Num,2,,0 = No,,2=No,No,No,,,,,,7/7/21,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Have you ever been pregnant?,Ever pregnant,SrvMRE_EverPreg_v1r0,PREG2,Num,2,,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"How many times have you been pregnant? Please include all live births, as well as pregnancies that ended as stillbirths, miscarriages, ectopic or tubal pregnancies, or termination. Twins, triplets, or higher multiples count as one pregnancy.",Times pregnant,SrvMRE_TimesPreg_v1r0,PREG3,Num,3,,,,N/A,No,No,,,,,,10/6/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How old were you when your [first/2nd/3rd/4th/etc.] pregnancy began?,Age pregnant,SrvMRE_AgePreg_v1r0,PREG4,Num,2,,,,N/A,No,No,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,What was the outcome of this pregnancy?,Outcome pregnancy,SrvMRE_PregOutcome_v1r0,PREG5,Num,2,,0=Live birth: single infant,,1=Live birth: single infant,No,No,,,,,,10/8/21,,,
,,,,,,,,,,,,,,"1=Live birth: twins, triplets, or higher multiples",,"2=Live birth: twins, triplets, or higher multiples",,,,,,,,,,,
,,,,,,,,,,,,,,2=Stillbirth (pregnancy loss after 20 weeks),,3=Stillbirth (pregnancy loss after 20 weeks),,,,,,,,,,,
,,,,,,,,,,,,,,3=Live birth and stillbirth (loss of one or more of multiples),,4=Live birth and stillbirth (loss of one or more of multiples),,,,,,,,,,,
,,,,,,,,,,,,,,4=Miscarriage (pregnancy loss before 20 weeks),,5=Miscarriage (pregnancy loss before 20 weeks),,,,,,,,,,,
,,,,,,,,,,,,,,5=Termination,,6=Termination,,,,,,,,,,,
,,,,,,,,,,,,,,6=Ectopic or tubal pregnancy (fertilized egg implants outside of the uterus),,7=Ectopic or tubal pregnancy (fertilized egg implants outside of the uterus),,,,,,,,,,,
,,,,,,,,,,,,,,99=Declined,,99=Prefer not to answer,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many infants were delivered?,Multiples,SrvMRE_PregMultiples_v1r0,PREG6,Num,2,,0=Two (twins),,1=Two (twins),No,No,DISPLAY IF PREG5=1 or 3,,,,,,,,
,,,,,,,,,,,,,,1=Three (triplets),,2=Three (triplets),,,,,,,,,,,
,,,,,,,,,,,,,,2=Four or more,,3=Four or more,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,What was the method of delivery?,Delivery method,SrvMRE_DeliveryMethod_v1r0,PREG7,Num,2,,0=Cesarean,,1=Cesarean,No,No,,,,,,,,,
,,,,,,,,,,,,,,1=Vaginal,,2=Vaginal,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Did you breastfeed? If you are currently breastfeeding, select yes.",Breastfeed,SrvMRE_Breastfeed_v1r0,PREG8,Num,2,,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many months did you breastfeed?,Months breastfed,SrvMRE_BreastfeedMo_v1r0,PREG9,Num,3,,,,N/A,No,No,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Did a doctor or other health professional tell you that you have or had gestational diabetes during this pregnacy?,Gestational diabetes,SrvMRE_GestDiab_v1r0,PREG10,Num,2,,0 = No,,2=No,No,No,"Should be asked for EACH pregnancy where PREG5 = 0, 1, 2, or 3",,,,,10/19/21,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Did a doctor or other health professional tell you that you have or had eclampsia or pre-eclampsia during this pregnacy?,Eclampsia or pre-eclampsia,SrvMRE_Eclampsia_v1r0,PREG11,Num,2,,0 = No,,2=No,No,No,"Should be asked for EACH pregnancy where PREG5 = 0, 1, 2, or 3",,,,,10/19/21,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Have you ever tried to get pregnant for more than one year, but did not get pregnant during that time?",Tried to get pregnant,SrvMRE_PregTried_v1r0,FERT1_1,Num,3,,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How old were you when you first tried to get pregnant for over a year?,Tried to get pregnant age,SrvMRE_PregTriedAge_v1r0,FERT2,Num,2,,,,N/A,No,No,,,,,,,,,
