,Primary Source,,Secondary Source,,Source Question,,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,,,,Old Quest Value,,Connect Value,Required,PII,,Notes,,,,,,,Date added or modified,,,QuestID - radio button or multi-answer format questions questions.,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups), about how much time per day did you spend doing this activity?","On the days that you did strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups), about how much time per day did you spend doing this activity?",SrvMRE_StrengthTime_v1r0,EXEREC4G,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=6,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did Yoga, Pilates, or Tai Chi, about how often did you do this activity?","During the season[s] in the past 12 months that you did Yoga, Pilates, or Tai Chi, about how often did you do this activity?",SrvMRE_YogaOften_v1r0,EXEREC3H,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=7,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did Yoga, Pilates, or Tai Chi, about how much time per day did you spend doing this activity?","On the days that you did Yoga, Pilates, or Tai Chi, about how much time per day did you spend doing this activity?",SrvMRE_YogaTime_v1r0,EXEREC4H,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=7,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did Martial Arts (such as Karate or Judo), about how often did you do this activity?","During the season[s] in the past 12 months that you did Martial Arts (such as Karate or Judo), about how often did you do this activity?",SrvMRE_MAOften_v1r0,EXEREC3I,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=8,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did Martial Arts (such as Karate or Judo), about how much time per day did you spend doing this activity?","On the days that you did Martial Arts (such as Karate or Judo), about how much time per day did you spend doing this activity?",SrvMRE_MATime_v1r0,EXEREC4I,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=8,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you danced, about how often did you do this activity?","During the season[s] in the past 12 months that you danced, about how often did you do this activity?",SrvMRE_DanceOften_v1r0,EXEREC3J,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=9,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you danced, about how much time per day did you spend doing this activity?","On the days that you danced, about how much time per day did you spend doing this activity?",SrvMRE_DanceTime_v1r0,EXEREC4J,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=9,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did downhill skiing or snowboarding, about how often did you do this activity?","During the season[s] in the past 12 months that you did downhill skiing or snowboarding, about how often did you do this activity?",SrvMRE_SkiOften_v1r0,EXEREC3K,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=10,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did downhill skiing or snowboarding, about how much time per day did you spend doing this activity?","On the days that you did downhill skiing or snowboarding, about how much time per day did you spend doing this activity?",SrvMRE_SkiTime_v1r0,EXEREC4K,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=10,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did cross-country skiing, about how often did you do this activity?","During the season[s] in the past 12 months that you did cross-country skiing, about how often did you do this activity?",SrvMRE_CCSkiOften_v1r0,EXEREC3L,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=11,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did cross-country skiing, about how much time per day did you spend doing this activity?","On the days that you did cross-country skiing, about how much time per day did you spend doing this activity?",SrvMRE_CCSkiTime_v1r0,EXEREC4L,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=11,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did surfing or bodyboarding, about how often did you do this activity?","During the season[s] in the past 12 months that you did surfing or bodyboarding, about how often did you do this activity?",SrvMRE_SurfOften_v1r0,EXEREC3M,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=12,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did surfing or bodyboarding, about how much time per day did you spend doing this activity?","On the days that you did surfing or bodyboarding, about how much time per day did you spend doing this activity?",SrvMRE_SurfTime_v1r0,EXEREC4M,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=12,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did high-intensity circuit training (such as P90x or Crossfit), about how often did you do this activity?","During the season[s] in the past 12 months that you did high-intensity circuit training (such as P90x or Crossfit), about how often did you do this activity?",SrvMRE_HICTOften_v1r0,EXEREC3N,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=13,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did high-intensity circuit training (such as P90x or Crossfit), about how much time per day did you spend doing this activity?","On the days that you did high-intensity circuit training (such as P90x or Crossfit), about how much time per day did you spend doing this activity?",SrvMRE_HICTTime_v1r0,EXEREC4N,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=13,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During the season[s] in the past 12 months that you did other exercise, about how often did you do this activity?","During the season[s] in the past 12 months that you did other exercise, about how often did you do this activity?",SrvMRE_ExerciseOften_v1r0,EXEREC3O,Num,2,,,,1 = Once a month or less_,,0 = Once a month or less,No,No,,Only display if EXEREC1=55,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2 = 1-3 days a month_,,1 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 0-2 days a week,,2 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 2-4 days a week__,,3 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4-6 days a week_,,4 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day_,,5 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On the days that you did other exercise, about how much time per day did you spend doing this activity?","On the days that you did other exercise, about how much time per day did you spend doing this activity?",SrvMRE_ExerciseTime_v1r0,EXEREC4O,Num,2,,,,"1 = 05 minutes or less_""""",,0 = 15 minutes or less,No,No,,Only display if EXEREC1=55,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,"2 = 06-30 minutes_""""",,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 21-44 minutes_,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 35-59 minutes_,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 0-1.9 hours_,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1-2.9 hours_,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 2 hours or more_,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"During a usual week, is your sleep schedule determined by your job, school, or other activities?","Is sleep schedule determined by your job, school, or other activities",SrvMRE_SleepSched_v1r0,SLEEPSCHA,Num,2,,,,0=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"How many days per week is your sleep schedule determined by your job, school, or other activities?","Days per week sleep schedule determined by your job, school, or other activities",SrvMRE_SleepSchedDays_v1r0,SLEEPSCHB,Num,2,,,,1 = 0,,0 = 1,No,No,,,,,,,,,10/8/21,,,,
,,,,,,,,,,,,,,,,2 = 1,,1 = 2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 2,,2 = 3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3,,3 = 4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 4,,4 = 5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 5,,5 = 6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 6,,6 = 7,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"What time do you usually go to bed on [the nights before workdays/most days]? Please tell us the time you usually get into your bed, not the time you usually fall asleep.",Time normally in bed workdays/most days,SrvMRE_Bedtime_v1r0,SLEEP1A,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,,,Follows SAS TIMEAMPM format,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On [the nights before workdays/most nights], how long does it usually take you to fall asleep? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,"Hours take to fall asleep, before workdays",SrvMRE_FallAsleepHours_v1r0,FallAsleepHours,Num,1,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP1D,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On [the nights before workdays/most nights], how long does it usually take you to fall asleep? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,"Minutes take to fall asleep, before workdays",SrvMRE_FallAsleepMin_v1r0,FallAsleepMin,Num,2,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP1D,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,What time do you usually wake up on [workdays/most days]? Select your answer using the drop-down options below.,Time usually wake up workdays/most days,SrvMRE_Wakeup_v1r0,SLEEP1F,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,No,,Follows SAS TIMEAMPM format,,,,,,,10/6/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On workdays, how long do you usually lie in bed after you wake up before getting out of bed? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,How long do you lay in bed after you wake up on workdays (hours)?,SrvMRE_LayInBedHrs_v1r0,LayInBedHrs,Num,2,,,,,,,No,No,,,,,,,,,10/25/21,,,SLEEP1I,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On workdays, how long do you usually lie in bed after you wake up before getting out of bed? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,How long do you lay in bed after you wake up on workdays (min)?,SrvMRE_LayInBedMin_v1r0,LayInBedMin,Num,2,,,,,,,No,No,,,,,,,,,10/25/21,,,SLEEP1I,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Do you use an alarm clock to wake up on [workdays/most days]?,Use alarm clock workdays/most days,SrvMRE_AlarmClock_v1r0,SLEEP1K,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On [workdays/most days], do you wake up before the alarm rings?",Wake up before alarm clock workdays/most days,SrvMRE_WakeBeforeAlarm_v1r0,SLEEP1L,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Exposure to natural sunlight can affect your sleep patterns. During a usual [workday/day], about how much time do you spend outside in direct sunlight? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,Hours spent in direct sunlight workdays/most days,SrvMRE_SunlightHours_v1r0,OutsideHours,Num,2,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP1M,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Exposure to natural sunlight can affect your sleep patterns. During a usual [workday/day], about how much time do you spend outside in direct sunlight? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,Minutes spent in direct sunlight workdays/most days,SrvMRE_SunlightMin_v1r0,OutsideMin,Num,2,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP1M,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"What time do you usually go to bed on the nights before non-workdays? Please tell us the time you usually get into your bed, not the time you usually fall asleep. Select your answer using the drop-down options below.",Time go to bed before non-workdays,SrvMRE_NonWorkBed_v1r0,SLEEP2A,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,No,,Follows SAS TIMEAMPM format,,,,,,,10/6/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On nights before non-workdays, how long does it usually take you to fall asleep? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,"Hours take to fall asleep, before non-workday",SrvMRE_NonWorkAsleepH_v1r0,NonWorkFallAsleepHours,Num,1,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP2D,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On nights before non-workdays, how long does it usually take you to fall asleep? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,"Minutes take to fall asleep, before non-workday",SrvMRE_NonWorkAsleepM_v1r0,NonWorkFallAsleepMin,Num,2,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP2D,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,What time do you usually wake up on non-workdays? Select your answer using the drop-down options below.,Time wake up non-workdays,SrvMRE_NonWorkTimeUp_v1r0,SLEEP2F,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,No,,Follows SAS TIMEAMPM format,,,,,,,10/6/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On non-workdays, how long do you usually lie in bed after you wake up before getting out of bed? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,How long do you lay in bed after you wake up on non-workdays (hours)?,SrvMRE_LayInBedHrNW_v1r0,NonWorkAwakeBeforeUpHours,Num,1,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP2I,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On non-workdays, how long do you usually lie in bed after you wake up before getting out of bed? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,How long do you lay in bed after you wake up on non-workdays (min)?,SrvMRE_LayInBedMinNW_v1r0,NonWorkAwakeBeforeUpMin,Num,2,,,,N/A,,,No,No,,,,,,,,,10/25/21,,,SLEEP2I,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Do you use an alarm clock to wake up on non-workdays?,Use alarm clock non-workdays,SrvMRE_AlarmClockNW_v1r0,SLEEP2K,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On non-workdays, do you wake up before the alarm rings?",Wake up before alarm clock non-workdays,SrvMRE_UpBeforeAlarmNW_v1r0,SLEEP2L,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"On non-workdays, are you able to choose the times when you go to sleep and when you wake up? Some reasons you may not be able to choose sleeping and waking times include children, pets, or other non-work activities.","Non-workday, choose time to sleep and wake-up",SrvMRE_NWChooseSleepTm_v1r0,SLEEP2M,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During a usual non-workday, about how much time do you spend outside in direct sunlight? Select the number of minutes and/or hours using the drop-down options below.",,# of Hours,Hours spent in direct sunlight non-workdays,SrvMRE_SunlightHrsNW_v1r0,WorkdayOutsideHours,Num,2,,,,N/A,,,No,No,,,,,,,,,11/15/21,,,SLEEP2N,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During a usual non-workday, about how much time do you spend outside in direct sunlight? Select the number of minutes and/or hours using the drop-down options below.",,# of Minutes,Minutes spent in direct sunlight non-workdays,SrvMRE_SunlightMinNW_v1r0,WorkdayOutsideMin,Num,2,,,,0,,,No,No,,,,,,,,,11/15/21,,,SLEEP2N,
