Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
6376,6376,129084651,Survey,716117817,Where You Live and Work,376408004,Season Address 1- What is the full street address of your seasonal or vacation home?,,SEASADD1_1,,,304326324,1-Seasonal State/Province,,,State/Province,SrvLAW_SeaState_v1r0,SEAST,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6377,6377,129084651,Survey,716117817,Where You Live and Work,376408004,Season Address 1- What is the full street address of your seasonal or vacation home?,,SEASADD1_1,,,812433386,1-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip_v1r0,SEAZIP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6378,6378,129084651,Survey,716117817,Where You Live and Work,376408004,Season Address 1- What is the full street address of your seasonal or vacation home?,,SEASADD1_1,,,477319994,1-Seasonal Country,,,Country,SrvLAW_SeaCountry_v1r0,SEACOUNTRY,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6379,6379,129084651,Survey,716117817,Where You Live and Work,173413183,Season Address 1-Please provide the following information:,,SEASADD2_1,,,416620941,1-Seasonal City - Follow-up,,,City,SrvLAW_SeaCityFU_v1r0,SEACITY_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6380,6380,129084651,Survey,716117817,Where You Live and Work,173413183,Season Address 1-Please provide the following information:,,SEASADD2_1,,,915859406,1-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaStateFU_v1r0,SEAST_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6381,6381,129084651,Survey,716117817,Where You Live and Work,173413183,Season Address 1-Please provide the following information:,,SEASADD2_1,,,354833686,1-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZipFU_v1r0,SEAZIP_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6382,6382,129084651,Survey,716117817,Where You Live and Work,173413183,Season Address 1-Please provide the following information:,,SEASADD2_1,,,661148931,1-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountryFU_v1r0,SEACOUNTRY_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6383,6383,129084651,Survey,716117817,Where You Live and Work,173413183,Season Address 1-Please provide the following information:,,SEASADD2_1,,,173413183,Season Address 1-Please provide the following information:,,,Do Not Know 1-Seasonal,SrvLAW_Seas1DontKnow_v1r0,SEASADD2_1,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6384,6384,129084651,Survey,716117817,Where You Live and Work,200086909,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_1,,,351319555,1-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName1_v1r0,SEASTRNAME1,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6385,6385,129084651,Survey,716117817,Where You Live and Work,200086909,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_1,,,154163153,1-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName1_v1r0,SEASTRTNAME1,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6386,6386,129084651,Survey,716117817,Where You Live and Work,200086909,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_1,,,200086909,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 1-Seasonal Cross,SrvLAW_Seas1CrDontKnow_v1r0,SEASADD3_1,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6387,6387,129084651,Survey,716117817,Where You Live and Work,,,,,,,576956950,"1-Seasonal Review 1- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth1_v1r0,SEASADDOTH1,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6388,6388,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6389,6389,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,512143997,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 1st Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_1_v1r0,SEASADDSUM_1,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6390,6390,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6391,6391,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,476938134,2-Seasonal Street number,,,Street number,SrvLAW_SeaStNum2_v1r0,SEASTNUM2,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6392,6392,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,561635035,2-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt2_v1r0,SEAFULLST2,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6393,6393,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,134210521,"2-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt2_v1r0,SEAAPT2,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6394,6394,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,715370929,2-Seasonal City,,,City,SrvLAW_SeaCity2_v1r0,SEACITY2,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6395,6395,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,109991481,2-Seasonal State/Province,,,State/Province,SrvLAW_SeaState2_v1r0,SEAST2,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6396,6396,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,494380686,2-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip2_v1r0,SEAZIP2,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6397,6397,129084651,Survey,716117817,Where You Live and Work,279093430,Season Address 2- What is the full street address of your seasonal or vacation home?,,SEASADD1_2,,,440796912,2-Seasonal Country,,,Country,SrvLAW_SeaCountry2_v1r0,SEACOUNTRY2,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6398,6398,129084651,Survey,716117817,Where You Live and Work,657986901,Season Address 2-Please provide the following information:,,SEASADD2_2,,,726739712,2-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity2FU_v1r0,SEACITY2_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6399,6399,129084651,Survey,716117817,Where You Live and Work,657986901,Season Address 2-Please provide the following information:,,SEASADD2_2,,,149514187,2-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState2FU_v1r0,SEAST2_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6400,6400,129084651,Survey,716117817,Where You Live and Work,657986901,Season Address 2-Please provide the following information:,,SEASADD2_2,,,845446624,2-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip2FU_v1r0,SEAZIP2_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6401,6401,129084651,Survey,716117817,Where You Live and Work,657986901,Season Address 2-Please provide the following information:,,SEASADD2_2,,,677739650,2-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry2FU_v1r0,SEACOUNTRY2_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6402,6402,129084651,Survey,716117817,Where You Live and Work,657986901,Season Address 2-Please provide the following information:,,SEASADD2_2,,,657986901,Season Address 2-Please provide the following information:,,,Do Not Know 2-Seasonal,SrvLAW_Seas2DontKnow_v1r0,SEASADD2_2,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6403,6403,129084651,Survey,716117817,Where You Live and Work,509526051,Season Address 2-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_2,,,542763783,2-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName2_v1r0,SEASTRNAME2,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6404,6404,129084651,Survey,716117817,Where You Live and Work,509526051,Season Address 2-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_2,,,351069956,2-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName2_v1r0,SEASTRTNAME2,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6405,6405,129084651,Survey,716117817,Where You Live and Work,509526051,Season Address 2-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_2,,,509526051,Season Address 2-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 2-Seasonal Cross,SrvLAW_Seas2CrDontKnow_v1r0,SEASADD3_2,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6406,6406,129084651,Survey,716117817,Where You Live and Work,,,,,,,463952618,"2-Seasonal Review 2- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth2_v1r0,SEASADDOTH2,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6407,6407,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6408,6408,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,982650994,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 2nd Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_2_v1r0,SEASADDSUM_2,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6409,6409,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6410,6410,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,119483547,3-Seasonal Street number,,,Street number,SrvLAW_SeaStNum3_v1r0,SEASTNUM3,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6411,6411,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,194338739,3-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt3_v1r0,SEAFULLST3,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6412,6412,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,387077376,"3-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt3_v1r0,SEAAPT3,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6413,6413,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,113352592,3-Seasonal City,,,City,SrvLAW_SeaCity3_v1r0,SEACITY3,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6414,6414,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,768114466,3-Seasonal State/Province,,,State/Province,SrvLAW_SeaState3_v1r0,SEAST3,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6415,6415,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,938180781,3-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip3_v1r0,SEAZIP3,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6416,6416,129084651,Survey,716117817,Where You Live and Work,143927994,Season Address 3- What is the full street address of your seasonal or vacation home?,,SEASADD1_3,,,733365745,3-Seasonal Country,,,Country,SrvLAW_SeaCountry3_v1r0,SEACOUNTRY3,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6417,6417,129084651,Survey,716117817,Where You Live and Work,564684946,Season Address 3-Please provide the following information:,,SEASADD2_3,,,148846635,3-Seasonal City- Follow-up,,,City,SrvLAW_SeaCity3FU_v1r0,SEACITY3_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6418,6418,129084651,Survey,716117817,Where You Live and Work,564684946,Season Address 3-Please provide the following information:,,SEASADD2_3,,,192663941,3-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState3FU_v1r0,SEAST3_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6419,6419,129084651,Survey,716117817,Where You Live and Work,564684946,Season Address 3-Please provide the following information:,,SEASADD2_3,,,245044197,3-Seasonal Zip Code - Follow-up,,,Zip code,SrvLAW_SeaZip3FU_v1r0,SEAZIP3_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6420,6420,129084651,Survey,716117817,Where You Live and Work,564684946,Season Address 3-Please provide the following information:,,SEASADD2_3,,,261025083,3-Seasonal country - Follow-up,,,Country,SrvLAW_SeaCountry3FU_v1r0,SEACOUNTRY3_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/4/22,,,
6421,6421,129084651,Survey,716117817,Where You Live and Work,564684946,Season Address 3-Please provide the following information:,,SEASADD2_3,,,564684946,Season Address 3-Please provide the following information:,,,Do Not Know 3-Seasonal,SrvLAW_Seas3DontKnow_v1r0,SEASADD2_3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6422,6422,129084651,Survey,716117817,Where You Live and Work,370121390,Season Address 3-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_3,,,580185896,3-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName3_v1r0,SEASTRNAME3,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6423,6423,129084651,Survey,716117817,Where You Live and Work,370121390,Season Address 3-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_3,,,599607007,3-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName3_v1r0,SEASTRTNAME3,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6424,6424,129084651,Survey,716117817,Where You Live and Work,370121390,Season Address 3-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_3,,,370121390,Season Address 3-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 3-Seasonal Cross,SrvLAW_Seas3CrDontKnow_v1r0,SEASADD3_3,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6425,6425,129084651,Survey,716117817,Where You Live and Work,,,,,,,959488634,"3-Seasonal Review 3- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth3_v1r0,SEASADDOTH3,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6426,6426,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6427,6427,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,945794974,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 3rd Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_3_v1r0,SEASADDSUM_3,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6428,6428,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6429,6429,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,785588454,4-Seasonal Street number,,,Street number,SrvLAW_SeaStNum4_v1r0,SEASTNUM4,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6430,6430,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,419659205,4-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt4_v1r0,SEAFULLST4,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6431,6431,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,653181757,"4-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt4_v1r0,SEAAPT4,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6432,6432,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,733619119,4-Seasonal City,,,City,SrvLAW_SeaCity4_v1r0,SEACITY4,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6433,6433,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,843680322,4-Seasonal State/Province,,,State/Province,SrvLAW_SeaState4_v1r0,SEAST4,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6434,6434,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,716343828,4-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip4_v1r0,SEAZIP4,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6435,6435,129084651,Survey,716117817,Where You Live and Work,935378391,Season Address 4- What is the full street address of your seasonal or vacation home?,,SEASADD1_4,,,497260033,4-Seasonal Country,,,Country,SrvLAW_SeaCountry4_v1r0,SEACOUNTRY4,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6436,6436,129084651,Survey,716117817,Where You Live and Work,558981691,Season Address 4-Please provide the following information:,,SEASADD2_4,,,571926996,4-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity4FU_v1r0,SEACITY4_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6437,6437,129084651,Survey,716117817,Where You Live and Work,558981691,Season Address 4-Please provide the following information:,,SEASADD2_4,,,645589113,4-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState4FU_v1r0,SEAST4_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6438,6438,129084651,Survey,716117817,Where You Live and Work,558981691,Season Address 4-Please provide the following information:,,SEASADD2_4,,,701056236,4-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip4FU_v1r0,SEAZIP4_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6439,6439,129084651,Survey,716117817,Where You Live and Work,558981691,Season Address 4-Please provide the following information:,,SEASADD2_4,,,398249766,4-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry4FU_v1r0,SEACOUNTRY4_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/4/22,,,
6440,6440,129084651,Survey,716117817,Where You Live and Work,558981691,Season Address 4-Please provide the following information:,,SEASADD2_4,,,558981691,Season Address 4-Please provide the following information:,,,Do Not Know 4-Seasonal,SrvLAW_Seas4DontKnow_v1r0,SEASADD2_4,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6441,6441,129084651,Survey,716117817,Where You Live and Work,192184336,Season Address 4-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_4,,,117544868,4-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName4_v1r0,SEASTRNAME4,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6442,6442,129084651,Survey,716117817,Where You Live and Work,192184336,Season Address 4-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_4,,,868650023,4-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName4_v1r0,SEASTRTNAME4,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6443,6443,129084651,Survey,716117817,Where You Live and Work,192184336,Season Address 4-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_4,,,192184336,Season Address 4-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 4-Seasonal Cross,SrvLAW_Seas4CrDontKnow_v1r0,SEASADD3_4,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6444,6444,129084651,Survey,716117817,Where You Live and Work,,,,,,,696017690,"4-Seasonal Review 4- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth4_v1r0,SEASADDOTH4,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6445,6445,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6446,6446,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,663869343,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 4th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_4_v1r0,SEASADDSUM_4,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6447,6447,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6448,6448,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,275244758,5-Seasonal Street number,,,Street number,SrvLAW_SeaStNum5_v1r0,SEASTNUM5,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6449,6449,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,688216428,5-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt5_v1r0,SEAFULLST5,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6450,6450,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,843674851,"5-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt5_v1r0,SEAAPT5,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6451,6451,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,570311888,5-Seasonal City,,,City,SrvLAW_SeaCity5_v1r0,SEACITY5,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6452,6452,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,557852952,5-Seasonal State/Province,,,State/Province,SrvLAW_SeaState5_v1r0,SEAST5,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6453,6453,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,970217879,5-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip5_v1r0,SEAZIP5,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6454,6454,129084651,Survey,716117817,Where You Live and Work,320166033,Season Address 5- What is the full street address of your seasonal or vacation home?,,SEASADD1_5,,,452103273,5-Seasonal Country,,,Country,SrvLAW_SeaCountry5_v1r0,SEACOUNTRY5,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6455,6455,129084651,Survey,716117817,Where You Live and Work,194944818,Season Address 5-Please provide the following information:,,SEASADD2_5,,,101804763,5-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity5FU_v1r0,SEACITY5_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6456,6456,129084651,Survey,716117817,Where You Live and Work,194944818,Season Address 5-Please provide the following information:,,SEASADD2_5,,,502068619,5-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState5FU_v1r0,SEAST5_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6457,6457,129084651,Survey,716117817,Where You Live and Work,194944818,Season Address 5-Please provide the following information:,,SEASADD2_5,,,787391994,5-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip5FU_v1r0,SEAZIP5_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6458,6458,129084651,Survey,716117817,Where You Live and Work,194944818,Season Address 5-Please provide the following information:,,SEASADD2_5,,,540340377,5-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry5FU_v1r0,SEACOUNTRY5_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/4/22,,,
6459,6459,129084651,Survey,716117817,Where You Live and Work,194944818,Season Address 5-Please provide the following information:,,SEASADD2_5,,,194944818,Season Address 5-Please provide the following information:,,,Do Not Know 5-Seasonal,SrvLAW_Seas5DontKnow_v1r0,SEASADD2_5,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6460,6460,129084651,Survey,716117817,Where You Live and Work,763354979,Season Address 5-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_5,,,677922318,5-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName5_v1r0,SEASTRNAME5,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6461,6461,129084651,Survey,716117817,Where You Live and Work,763354979,Season Address 5-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_5,,,424347938,5-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName5_v1r0,SEASTRTNAME5,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6462,6462,129084651,Survey,716117817,Where You Live and Work,763354979,Season Address 5-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_5,,,763354979,Season Address 5-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 5-Seasonal Cross,SrvLAW_Seas5CrDontKnow_v1r0,SEASADD3_5,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6463,6463,129084651,Survey,716117817,Where You Live and Work,,,,,,,424272506,"5-Seasonal Review 5- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth5_v1r0,SEASADDOTH5,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6464,6464,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6465,6465,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,275978701,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 5th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_5_v1r0,SEASADDSUM_5,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6466,6466,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6467,6467,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,666445636,6-Seasonal Street number,,,Street number,SrvLAW_SeaStNum6_v1r0,SEASTNUM6,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
