Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
7809,7809,129084651,Survey,716117817,Where You Live and Work,,,,,,Revised,,424272506,"5-Seasonal Review 5- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth5_v2r0,,Num,2,104430631,0 = No,,No,No,,,,,,10/8/24,,,,Updated question text to display 20-yr calculcation.
7810,7810,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7811,7811,129084651,Survey,716117817,Where You Live and Work,,,,,,New,12/14/22,275978701,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 5th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_5_v1r0,,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,,Optional Multiple Choice,Updated Push to Prod date for new variable
7812,7812,,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,,
7813,7813,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,666445636,6-Seasonal Street number,,,Street number,SrvLAW_SeaStNum6_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,,,,,"Added range check to Notes. Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7814,7814,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,398622449,6-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt6_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7815,7815,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,521925072,"6-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt6_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7816,7816,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,888514303,6-Seasonal City,,,City,SrvLAW_SeaCity6_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7817,7817,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,905002640,6-Seasonal State/Province,,,State/Province,SrvLAW_SeaState6_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7818,7818,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,687407917,6-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip6_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7819,7819,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,932828568,6-Seasonal Country,,,Country,SrvLAW_SeaCountry6_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7820,7820,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information: - SOURCE,,,,Revised,,686611963,6-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity6FU_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7821,7821,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information: - SOURCE,,,,Revised,,900950849,6-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState6FU_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7822,7822,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information: - SOURCE,,,,Revised,,103689435,6-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip6FU_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7823,7823,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information: - SOURCE,,,,Revised,,659457234,6-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry6FU_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7824,7824,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information: - SOURCE,,,,Revised,,382786013,Season Address 6-Please provide the following information:,,,Do Not Know 6-Seasonal,SrvLAW_Seas6DontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7825,7825,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,115195973,6-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName6_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7826,7826,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,706861475,6-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName6_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7827,7827,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,153567535,Season Address 6-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 6-Seasonal Cross,SrvLAW_Seas6CrDontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7828,7828,129084651,Survey,716117817,Where You Live and Work,,,,,,Revised,,484550481,"6-Seasonal Review 6- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth6_v2r0,,Num,2,104430631,0 = No,,No,No,,,,,,10/8/24,,,,Updated question text to display 20-yr calculcation.
7829,7829,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7830,7830,129084651,Survey,716117817,Where You Live and Work,,,,,,New,12/14/22,195803565,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 6th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_6_v1r0,,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,,Optional Multiple Choice,Updated Push to Prod date for new variable
7831,7831,,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,,
7832,7832,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,199489170,7-Seasonal Street number,,,Street number,SrvLAW_SeaStNum7_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,,,,,"Added range check to Notes. Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7833,7833,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,605155921,7-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt7_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7834,7834,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,300476868,"7-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt7_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7835,7835,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,384403974,7-Seasonal City,,,City,SrvLAW_SeaCity7_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7836,7836,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,585153023,7-Seasonal State/Province,,,State/Province,SrvLAW_SeaState7_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7837,7837,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,248996395,7-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip7_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7838,7838,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,525778327,7-Seasonal Country,,,Country,SrvLAW_SeaCountry7_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7839,7839,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information: - SOURCE,,,,Revised,,860984191,7-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity7FU_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7840,7840,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information: - SOURCE,,,,Revised,,892150843,7-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState7FU_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7841,7841,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information: - SOURCE,,,,Revised,,230376384,7-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip7FU_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7842,7842,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information: - SOURCE,,,,Revised,,526462982,7-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry7FU_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7843,7843,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information: - SOURCE,,,,Revised,,472742016,Season Address 7-Please provide the following information:,,,Do Not Know 7-Seasonal,SrvLAW_Seas7DontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7844,7844,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,993557817,7-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName7_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7845,7845,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,110516520,7-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName7_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7846,7846,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,515135035,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 7-Seasonal Cross,SrvLAW_Seas7CrDontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7847,7847,129084651,Survey,716117817,Where You Live and Work,,,,,,Revised,,773680071,"7-Seasonal Review 7- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth7_v2r0,,Num,2,104430631,0 = No,,No,No,,,,,,10/8/24,,,,Updated question text to display 20-yr calculcation.
7848,7848,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7849,7849,129084651,Survey,716117817,Where You Live and Work,,,,,,New,12/14/22,282326355,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 7th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_7_v1r0,,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,,Optional Multiple Choice,Updated Push to Prod date for new variable
7850,7850,,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,,
7851,7851,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,295693777,8-Seasonal Street number,,,Street number,SrvLAW_SeaStNum8_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,,,,,"Added range check to Notes. Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7852,7852,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,646099557,8-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt8_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7853,7853,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,886284650,"8-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt8_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7854,7854,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,367684056,8-Seasonal City,,,City,SrvLAW_SeaCity8_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7855,7855,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,389478638,8-Seasonal State/Province,,,State/Province,SrvLAW_SeaState8_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7856,7856,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,949478044,8-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip8_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7857,7857,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,298170847,8-Seasonal Country,,,Country,SrvLAW_SeaCountry8_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7858,7858,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information: - SOURCE,,,,Revised,,599753334,8-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity8FU_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7859,7859,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information: - SOURCE,,,,Revised,,467126157,8-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState8FU_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7860,7860,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information: - SOURCE,,,,Revised,,421779583,8-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip8FU_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7861,7861,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information: - SOURCE,,,,Revised,,587765197,8-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry8FU_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7862,7862,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information: - SOURCE,,,,Revised,,809449153,Season Address 8-Please provide the following information:,,,Do Not Know 8-Seasonal,SrvLAW_Seas8DontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7863,7863,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,520630754,8-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName8_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7864,7864,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,142318726,8-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName8_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7865,7865,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,589826157,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 8-Seasonal Cross,SrvLAW_Seas8CrDontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7866,7866,129084651,Survey,716117817,Where You Live and Work,,,,,,Revised,,348817644,"8-Seasonal Review 8- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth8_v2r0,,Num,2,104430631,0 = No,,No,No,,,,,,10/8/24,,,,Updated question text to display 20-yr calculation.
7867,7867,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7868,7868,129084651,Survey,716117817,Where You Live and Work,,,,,,New,12/14/22,141249692,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 8th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_8_v1r0,,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,,Optional Multiple Choice,Updated Push to Prod date for new variable
7869,7869,,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,,
7870,7870,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,143093472,9-Seasonal Street number,,,Street number,SrvLAW_SeaStNum9_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,,,,,"Added range check to Notes. Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7871,7871,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,746619983,9-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt9_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7872,7872,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,911964974,"9-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt9_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7873,7873,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,711881258,9-Seasonal City,,,City,SrvLAW_SeaCity9_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7874,7874,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,390941579,9-Seasonal State/Province,,,State/Province,SrvLAW_SeaState9_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7875,7875,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,737885885,9-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip9_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7876,7876,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,603853574,9-Seasonal Country,,,Country,SrvLAW_SeaCountry9_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7877,7877,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information: - SOURCE,,,,Revised,,450433102,9-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity9FU_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7878,7878,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information: - SOURCE,,,,Revised,,181005197,9-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState9FU_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7879,7879,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information: - SOURCE,,,,Revised,,855530921,9-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip9FU_v1r0,,Char,8,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7880,7880,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information: - SOURCE,,,,Revised,,589689090,9-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry9FU_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7881,7881,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information: - SOURCE,,,,Revised,,652606926,Season Address 9-Please provide the following information:,,,Do Not Know 9-Seasonal,SrvLAW_Seas9DontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7882,7882,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,872527709,9-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName9_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7883,7883,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,686647703,9-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName9_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
7884,7884,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address: - SOURCE,,,,Revised,,985301933,Season Address 9-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 9-Seasonal Cross,SrvLAW_Seas9CrDontKnow_v2r0,,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,,,,,Unharmonized source Q and question text and versioned up variable name.
7885,7885,129084651,Survey,716117817,Where You Live and Work,,,,,,Revised,,800194290,"9-Seasonal Review 9- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth9_v2r0,,Num,2,104430631,0 = No,,No,No,,,,,,10/8/24,,,,Updated question text to display 20-yr calculation.
7886,7886,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7887,7887,129084651,Survey,716117817,Where You Live and Work,,,,,,New,12/14/22,494968690,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 9th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_9_v1r0,,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,,Optional Multiple Choice,Updated Push to Prod date for new variable
7888,7888,,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,,
7889,7889,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,117703279,10-Seasonal Street number,,,Street number,SrvLAW_SeaStNum10_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,,,,,"Added range check to Notes. Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7890,7890,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,734790700,10-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt10_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7891,7891,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,278164536,"10-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt10_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
7892,7892,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home? - SOURCE,,,,Revised,,160188014,10-Seasonal City,,,City,SrvLAW_SeaCity10_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,"Added SOURCE to Source Question and _SRC to the Grid ID for consistency, but did not change concept IDs."
