Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
6639,6639,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6640,6640,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6641,6641,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6642,6642,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6643,6643,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6644,6644,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6645,6645,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6646,6646,129084651,Survey,716117817,Where You Live and Work,149476435,"Seasonal Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_3,,,708136662,"Seasonal Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_3_Oth_v1r0,SEASWTR3_3_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6647,6647,129084651,Survey,716117817,Where You Live and Work,105941645,Seasonal Address 4- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_4,,,105941645,Seasonal Address 4- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd4PrWater_v1r0,SEASWTR1_4,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6648,6648,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6649,6649,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6650,6650,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6651,6651,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6652,6652,129084651,Survey,716117817,Where You Live and Work,105941645,Seasonal Address 4- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_4,,,132979567,Seasonal Address 4- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_4_Oth_v1r0,SEASWTR1_4_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6653,6653,129084651,Survey,716117817,Where You Live and Work,120942783,Seasonal Address 4- About how deep [is/was] your private well?,,,,,120942783,Seasonal Address 4- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd4DPWell_v1r0,SEASWTR2_4,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
6654,6654,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
6655,6655,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
6656,6656,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
6657,6657,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
6658,6658,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
6659,6659,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6660,6660,129084651,Survey,716117817,Where You Live and Work,719647239,"Seasonal Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_4,,,719647239,"Seasonal Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd4PrWater2_v1r0,SEASWTR3_4,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
6661,6661,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6662,6662,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6663,6663,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6664,6664,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6665,6665,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6666,6666,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6667,6667,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6668,6668,129084651,Survey,716117817,Where You Live and Work,719647239,"Seasonal Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_4,,,863092608,"Seasonal Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_4_Oth_v1r0,SEASWTR3_4_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6669,6669,129084651,Survey,716117817,Where You Live and Work,322665488,Seasonal Address 5- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_5,,,322665488,Seasonal Address 5- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd5PrWater_v1r0,SEASWTR1_5,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6670,6670,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6671,6671,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6672,6672,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6673,6673,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6674,6674,129084651,Survey,716117817,Where You Live and Work,322665488,Seasonal Address 5- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_5,,,734547775,Seasonal Address 5- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_5_Oth_v1r0,SEASWTR1_5_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6675,6675,129084651,Survey,716117817,Where You Live and Work,,,,,,,167987013,Seasonal Address 5- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd5DPWell_v1r0,SEASWTR2_5,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
6676,6676,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
6677,6677,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
6678,6678,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
6679,6679,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
6680,6680,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
6681,6681,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6682,6682,129084651,Survey,716117817,Where You Live and Work,953722451,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_5,,,953722451,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd5PrWater2_v1r0,SEASWTR3_5,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
6683,6683,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6684,6684,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6685,6685,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6686,6686,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6687,6687,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6688,6688,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6689,6689,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6690,6690,129084651,Survey,716117817,Where You Live and Work,953722451,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_5,,,103327434,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_5_Oth_v1r0,SEASWTR3_5_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6691,6691,129084651,Survey,716117817,Where You Live and Work,118738120,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_6,,,118738120,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd6PrWater_v1r0,SEASWTR1_6,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6692,6692,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6693,6693,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6694,6694,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6695,6695,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6696,6696,129084651,Survey,716117817,Where You Live and Work,118738120,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_6,,,890134757,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_6_Oth_v1r0,SEASWTR1_6_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6697,6697,129084651,Survey,716117817,Where You Live and Work,867096017,],,,,,340877879,Seasonal Address 6- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd6DPWell_v1r0,SEASWTR2_6,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
6698,6698,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
6699,6699,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
6700,6700,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
6701,6701,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
6702,6702,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
6703,6703,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6704,6704,129084651,Survey,716117817,Where You Live and Work,541565665,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_6,,,541565665,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd6PrWater2_v1r0,SEASWTR3_6,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
6705,6705,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6706,6706,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6707,6707,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6708,6708,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6709,6709,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6710,6710,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6711,6711,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6712,6712,129084651,Survey,716117817,Where You Live and Work,541565665,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_6,,,286382158,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_6_Oth_v1r0,SEASWTR3_6_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6713,6713,129084651,Survey,716117817,Where You Live and Work,728256340,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_7,,,728256340,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd7PrWater_v1r0,SEASWTR1_7,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6714,6714,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6715,6715,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6716,6716,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6717,6717,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6718,6718,129084651,Survey,716117817,Where You Live and Work,728256340,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_7,,,727126965,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_7_Oth_v1r0,SEASWTR1_7_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6719,6719,129084651,Survey,716117817,Where You Live and Work,,,,,,,976597527,Seasonal Address 7- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd7DPWell_v1r0,SEASWTR2_7,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
6720,6720,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
6721,6721,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
6722,6722,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
6723,6723,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
6724,6724,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
6725,6725,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6726,6726,129084651,Survey,716117817,Where You Live and Work,274257975,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_7,,,274257975,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd7PrWater2_v1r0,SEASWTR3_7,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
6727,6727,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6728,6728,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6729,6729,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6730,6730,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6731,6731,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6732,6732,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6733,6733,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6734,6734,129084651,Survey,716117817,Where You Live and Work,274257975,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_7,,,800859736,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_7_Oth_v1r0,SEASWTR3_7_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6735,6735,129084651,Survey,716117817,Where You Live and Work,603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_8,,,603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd8PrWater_v1r0,SEASWTR1_8,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6736,6736,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6737,6737,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6738,6738,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6739,6739,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6740,6740,129084651,Survey,716117817,Where You Live and Work,603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_8,,,940219092,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_8_Oth_v1r0,SEASWTR1_8_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6741,6741,129084651,Survey,716117817,Where You Live and Work,,,,,,,277312204,Seasonal Address 8- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd8DPWell_v1r0,SEASWTR2_8,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
6742,6742,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
6743,6743,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
6744,6744,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
6745,6745,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
6746,6746,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
6747,6747,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6748,6748,129084651,Survey,716117817,Where You Live and Work,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_8,,,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd8PrWater2_v1r0,SEASWTR3_8,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
6749,6749,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
6750,6750,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
6751,6751,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
6752,6752,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
6753,6753,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
6754,6754,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6755,6755,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6756,6756,129084651,Survey,716117817,Where You Live and Work,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,SEASWTR3_8,,,996493158,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_8_Oth_v1r0,SEASWTR3_8_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
6757,6757,129084651,Survey,716117817,Where You Live and Work,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_9,,,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd9PrWater_v1r0,SEASWTR1_9,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
6758,6758,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
6759,6759,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
6760,6760,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
6761,6761,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
6762,6762,129084651,Survey,716117817,Where You Live and Work,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,SEASWTR1_9,,,183816760,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_9_Oth_v1r0,SEASWTR1_9_OTH,Char,300,,N/A,,No,No,,,,,,,,,
6763,6763,129084651,Survey,716117817,Where You Live and Work,,,,,,,201989756,Seasonal Address 9- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd9DPWell_v1r0,SEASWTR2_9,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
